BSFC (g/kW-hr),BSNO (g/kW-hr),BSPM (g/kW-hr),Corrected Exhaust,TimeToEvent,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
11812.4,738.567,4.905,196.25,-40.80,1,700,1,0,0,0,95.661,93.283,92.273,81.587,83.323,71.089,110.342,24.293,32.267,24.604,1.032,1.08E+00,0.580298846,0.41475,1.005769079,282.2998821,176.9017736,207.4974688,-0.004384083,-19.54747947,320.7169641,-12.42259042,3.667013043,699.7237197,0.623466991,2.7,698.3762948,0.731683062,-0.031083409,13011.54575,1,42,9.159658264
7747.6,545.473,1.958,167.54,-40.70,2,700,1,0,0,0,95.326,91.574,91.358,81.746,83.285,70.823,110.375,24.284,32.238,24.544,1.011,1.83E+00,0.587058123,0.66475,1.001554772,257.1987618,181.5882411,223.329065,-0.003791627,-36.13698054,320.6012397,-24.84473521,4.567013043,700.2612794,0.911677905,2.8,701.5901555,0.702288252,0.280346068,12230.58088,1,42,9.208927319
5385.1,243.134,2.244,189.92,-40.60,3,700,1,0,0,0,95.326,91.574,91.358,81.746,83.285,70.823,110.375,24.284,32.238,24.544,1.011,2.39E+00,0.581153867,0.91475,0.998954431,276.7574887,185.5364094,201.8626431,-0.004215546,-60.58481788,320.2829645,-48.48663162,5.467013043,700.5586734,1.384865884,2.9,705.5810588,0.741805259,0.184622429,12238.94212,1,42,9.172929877
8808.5,586.627,5.665,220.48,-40.50,4,700,2,0,0,0,95.326,91.574,91.358,81.746,83.285,70.823,110.375,24.284,32.238,24.544,1.011,2.31E+00,0.59675478,1.16475,0.998062108,303.4770488,190.8850564,250.1718038,-0.003785314,-71.09227331,320.5740812,-59.3460403,6.367013043,700.7087844,0.758144005,3,704.1516136,0.664409406,0.119254026,1917.943415,1,42,9.184912004
6803.4,511.261,2.860,221.40,-40.40,5,700,1,0,0,0,95.326,91.574,91.358,81.746,83.285,70.823,110.375,24.284,32.238,24.544,1.011,1.66E+00,0.576697193,1.41475,0.994029249,304.283391,191.5741675,238.2506878,-0.004221735,-71.78409344,320.5395704,-59.92490948,7.267013043,700.8013414,1.105203721,3.1,697.8438075,0.748186973,-0.386312197,-1249.646938,1,42,9.196034094
5242.5,310.365,0.605,165.92,-40.30,6,701,1,0,0,0,95.326,91.574,91.358,81.746,83.285,70.823,110.375,24.284,32.238,24.544,1.011,1.07E+00,0.610938485,1.66475,0.998912117,255.7757048,190.6302176,229.9595561,-0.00454941,-69.2302336,320.5667801,-57.02655905,8.167013043,700.5247687,1.500517941,3.2,695.6144111,0.782439299,0.110722147,12103.23468,1,42,9.162143673
7916.0,420.637,0.798,176.87,-40.20,7,700,2,0,0,0,95.326,91.574,91.358,81.746,83.285,70.823,110.375,24.284,32.238,24.544,1.023,1.02E+00,0.595770205,1.91475,0.994428214,265.3541364,191.3836979,209.9412841,-0.004234019,-71.04518802,320.4104196,-59.03778277,9.067013043,700.5774293,0.929992338,3.3,697.7751467,0.732293459,0.042869036,12281.29296,1,42,9.236073351
8211.4,411.551,0.927,235.99,-40.10,8,700,1,0,0,0,95.326,91.574,91.358,81.746,83.285,70.823,110.375,24.284,32.238,24.544,1.023,1.15E+00,0.587427643,2.16475,0.986968431,317.0390892,190.4683537,181.6721775,-0.004337953,-72.44841287,320.5815161,-61.38658634,9.967013043,700.5781467,0.940870604,3.4,699.8690886,0.768511564,-0.07496585,12079.10294,1,42,9.200831184
5512.0,407.471,0.669,201.43,-40.00,9,700,1,0,0,0,95.326,91.574,91.358,81.746,83.285,70.823,110.375,24.284,32.238,24.544,1.023,1.19E+00,0.5952226,2.41475,1.001147755,286.8280191,191.6977283,228.4443189,-0.004723957,-72.53549527,320.5482686,-60.87121179,10.86701304,700.1295462,1.280783421,3.5,703.193353,0.701790996,-0.275306901,14485.74651,1,42,9.242743239
13543.5,1069.482,2.344,185.35,-39.90,10,700,1,0,0,0,95.326,91.574,91.358,81.746,83.285,70.823,110.375,24.284,32.238,24.544,1.023,1.29E+00,0.604038496,2.66475,0.99654629,272.7658061,192.6214805,245.139127,-0.004666819,-67.38589912,320.5172807,-53.80731131,11.76701304,700.30052,0.470862033,3.6,704.8959346,0.634096853,-0.321804065,12166.95772,1,42,9.204408055
9644.6,615.654,0.998,212.02,-39.80,11,700,1,0,0,0,95.326,91.574,91.358,81.746,83.285,70.823,110.375,24.284,32.238,24.544,1.023,1.23E+00,0.593134628,2.91475,0.992063359,296.0793381,192.1134157,280.6952174,-0.003521308,-71.61903091,320.5288226,-59.43765017,12.66701304,700.1303878,0.769803929,3.7,697.8293769,0.738056095,0.00838747,11845.50461,1,42,9.194497853
7041.4,464.472,0.740,227.10,-39.70,12,700,1,0,0,0,95.304,91.273,91.303,81.579,83.623,70.869,110.362,24.299,32.188,24.517,1.054,7.27E-01,0.61937856,3.16475,0.991760648,309.2674864,191.1182895,231.2164069,-0.003873385,-71.45035647,320.6504923,-59.70718691,13.56701304,700.6363885,1.018966859,3.8,699.1385071,0.713767635,-0.158283746,11902.91117,1,42,9.208135265
12217.6,764.210,2.690,204.26,-39.60,13,700,1,0,0,0,95.304,91.273,91.303,81.579,83.623,70.869,110.362,24.299,32.188,24.517,1.054,2.76E-01,0.614372031,3.41475,1.002631333,289.2997783,192.4116,206.3173145,-0.004845351,-70.56577439,320.5732066,-57.91398603,14.46701304,700.6600075,0.601936584,3.9,697.9099442,0.731626176,0.004075643,17384.95522,1,42,9.195899633
8660.9,552.107,3.062,167.84,-39.50,14,700,1,0,0,0,95.304,91.273,91.303,81.579,83.623,70.869,110.362,24.299,32.188,24.517,1.054,2.27E-01,0.625124484,3.66475,0.998512669,257.4616773,191.2906535,220.6487881,-0.004009995,-71.19138877,320.9623743,-59.27712291,15.36701304,701.027882,0.866652072,4,700.7485929,0.747115802,0.018649077,12247.19589,1,42,9.20542217
5081.4,212.173,1.456,203.63,-39.40,15,701,1,0,0,0,95.304,91.273,91.303,81.579,83.623,70.869,110.362,24.299,32.188,24.517,1.054,2.26E-01,0.661696776,3.91475,1.011404753,288.7474412,191.6316563,177.9559823,-0.004195182,-68.03573667,320.8026666,-55.04691165,16.26701304,700.7500808,1.451921145,4.1,704.8585569,0.734066311,-0.035002609,12354.72568,1,42,9.205913801
9085.6,585.560,2.558,221.81,-39.30,16,701,1,0,0,0,95.304,91.273,91.303,81.579,83.623,70.869,110.362,24.299,32.188,24.517,1.054,1.79E-01,0.669462638,4.16475,1.003367864,304.6425805,193.4763983,266.1992696,-0.004222834,-71.60656019,321.0667025,-58.75658926,17.16701304,700.8794852,0.813922082,4.2,699.6075687,0.735916229,0.098954806,12288.60314,1,42,9.199835751
7900.1,575.136,2.456,215.85,-39.20,17,701,1,0,0,0,95.304,91.273,91.303,81.579,83.623,70.869,110.362,24.299,32.188,24.517,1.059,2.27E-01,0.667153653,4.41475,0.991335178,299.4302488,190.6652965,231.8476728,-0.003840825,-67.5897423,320.9794727,-54.91727641,18.06701304,700.9477134,0.944886168,4.3,697.8101019,0.742924317,-0.395490755,12190.70958,1,42,9.190428965
7076.5,427.557,1.008,172.24,-39.10,18,700,1,0,0,0,95.304,91.273,91.303,81.579,83.623,70.869,110.362,24.299,32.188,24.517,1.059,5.35E-01,0.682348505,4.66475,0.988316455,261.3031758,188.8913103,240.9096017,-0.004041146,-64.88849245,320.5825355,-52.32824026,18.96701304,700.4021365,1.063405971,4.4,697.3570327,0.748364913,-0.009000645,12249.46639,1,42,9.195770212
28738.1,1514.968,4.320,178.17,-39.00,19,700,2,0,0,0,95.304,91.273,91.303,81.579,83.623,70.869,110.362,24.299,32.188,24.517,1.059,5.99E-01,0.686989398,4.91475,0.993971531,266.4898046,189.5695447,215.327305,-0.004237291,-65.68261109,320.5520909,-53.01819101,19.86701304,700.2900685,0.254282241,4.5,697.6813497,0.726605484,-0.108563596,12757.70778,1,42,9.207248799
10733.0,549.861,1.799,233.28,-38.90,20,700,1,0,0,0,95.304,91.273,91.303,81.579,83.623,70.869,110.362,24.299,32.188,24.517,1.059,4.82E-01,0.675615026,5.16475,0.99285738,314.6711776,188.3784016,178.9797525,-0.004457817,-60.45045034,320.5202382,-47.25351242,20.76701304,700.42261,0.717709886,4.6,699.5562129,0.766082389,0.191702217,12225.2236,1,42,9.191019913
6732.2,557.185,1.096,187.69,-38.80,21,700,1,0,0,0,95.304,91.273,91.303,81.579,83.623,70.869,110.362,24.299,32.188,24.517,1.059,4.64E-01,0.70515528,5.41475,1.010979787,274.8089431,188.7989249,263.2238362,-0.004515746,-58.23327788,320.5393564,-44.60076538,21.66701304,700.2246629,1.07873281,4.7,703.5616528,0.722028817,0.235705506,12277.21057,1,42,9.172244368
10932.0,609.533,2.122,177.89,-38.70,22,700,2,0,0,0,94.913,91.609,91.209,81.678,84.147,71.038,110.2,24.297,32.128,24.548,1.027,3.72E-01,0.689898306,5.66475,1.010383544,266.2417388,186.9847089,219.8757387,-0.004672594,-39.51574725,320.4244517,-26.79597578,22.56701304,700.2130611,0.667011764,4.8,699.8909697,0.724950606,-0.090124046,12303.41565,1,42,9.172460392
15624.1,893.110,1.747,219.28,-38.60,23,700,1,0,0,0,94.913,91.609,91.209,81.678,84.147,71.038,110.2,24.297,32.128,24.548,1.027,4.74E-01,0.686307232,5.91475,1.001151471,302.4328931,186.9529548,281.0309023,-0.004379457,-43.95934813,320.5334649,-30.74217733,23.46701304,700.1936384,0.474775844,4.9,697.7927308,0.737477639,0.175102418,12213.11549,1,42,9.172771969
4425.4,279.755,0.891,227.02,-38.50,24,700,1,0,0,0,94.913,91.609,91.209,81.678,84.147,71.038,110.2,24.297,32.128,24.548,1.027,7.03E-01,0.708331154,6.16475,1.006229647,309.2011156,185.3220698,235.3632439,-0.003852453,-40.7190025,320.4996132,-28.15915544,24.36701304,700.6751716,1.591665672,5,699.7732001,0.700751902,-0.238585808,12485.09457,1,42,9.231958681
-1429.7,-98.207,-0.654,183.84,-38.40,25,701,-2,0,0,0,94.913,91.609,91.209,81.678,84.147,71.038,110.2,24.297,32.128,24.548,1.027,4.58E-01,0.701998518,6.41475,1.005777686,271.4423467,185.5715552,226.2024082,-0.00487504,-36.09264581,320.0182576,-24.14564433,25.26701304,702.9051912,-5.085526729,5.1,698.538426,0.725659715,0.033857376,12294.91366,1,42,9.194947662
-981.7,-64.253,-0.550,150.00,-38.30,26,704,-6,-1,0,0,94.913,91.609,91.209,81.678,84.147,71.038,110.2,24.297,32.128,24.548,1.027,4.25E-01,0.712014897,6.66475,0.994033277,241.8643105,185.8002243,217.4768461,-0.00489584,-37.4569418,320.4777741,-25.25017727,26.16701304,705.6789519,-7.222721067,5.2,701.6204368,0.710468206,0.179439783,12228.35073,1,42,9.195470347
-955.4,-25.960,-0.197,188.21,-38.20,27,706,-7,-1,0,0,94.913,91.609,91.209,81.678,84.147,71.038,110.2,24.297,32.128,24.548,1.013,4.86E-01,0.775738641,6.91475,0.999416786,275.2709009,185.0132025,128.8011229,-0.0052038,-36.22900064,320.2740859,-24.35003191,27.06701304,707.0178128,-7.501730245,5.3,705.1436807,0.719517105,0.127373794,12416.16719,1,42,9.183532064
-590.6,-31.823,-0.118,220.36,-38.10,28,707,-7,-1,0,0,94.913,91.609,91.209,81.678,84.147,71.038,110.2,24.297,32.128,24.548,1.013,4.53E-01,1.720062886,7.16475,0.993106618,303.3707259,186.2636579,137.8726636,-0.004986584,-37.20838562,320.2425542,-24.96281081,27.96701304,706.9430195,-8.073609063,5.4,710.5145621,0.47864808,-0.025424076,12236.28744,1,42,9.181607396
-529.3,-39.059,-0.136,213.81,-38.00,29,707,-8,-1,0,0,94.913,91.609,91.209,81.678,84.147,71.038,110.2,24.297,32.128,24.548,1.013,4.31E-01,2.616040693,7.41475,0.998797895,297.6522283,184.6089531,134.0693342,-0.004765092,-28.96472797,320.4507224,-18.60957447,28.86701304,706.5245668,-8.057144789,5.5,711.7066456,0.427813089,-0.355843546,12224.19633,1,42,9.202900709
-668.9,-38.124,-0.121,151.78,-37.90,30,706,-7,-1,0,0,94.913,91.609,91.209,81.678,84.147,71.038,110.2,24.297,32.128,24.548,1.013,3.20E-01,3.391425432,7.66475,0.995271805,243.4173258,186.5261328,142.2036756,-0.004975196,-29.49097867,320.3992221,-18.77985782,29.76701304,705.1534364,-7.303383035,5.6,707.0732333,0.489143084,-0.126146053,12119.49242,1,42,9.21892625
-632.4,-24.416,-0.241,187.05,-37.80,31,704,-7,-1,0,0,94.913,91.609,91.209,81.678,84.147,71.038,110.2,24.297,32.128,24.548,1.013,2.21E-01,4.470439064,7.91475,0.988534114,274.2548042,181.0173618,120.0141479,-0.004697542,-28.56227928,320.8340399,-18.73488165,30.66701304,703.8990094,-8.199356019,5.7,704.8372963,0.518251412,-4.5682E-05,12079.67689,1,42,9.219079183
-725.2,-38.708,-0.395,235.47,-37.70,32,703,-7,-1,0,0,94.614,91.683,91.057,81.632,83.665,70.97,110.064,24.293,32.107,24.553,0.977,6.09E-01,4.995293221,8.16475,1.009173294,316.5881133,177.844195,136.0197786,-0.00510658,-28.34386055,320.5531676,-18.95906163,31.56701304,702.9524172,-7.441503574,5.8,705.4282951,0.538621944,0.217552007,3850.156701,1,42,9.198101824
-701.5,-68.786,-0.328,196.04,-37.60,33,702,-7,-1,0,0,94.614,91.683,91.057,81.632,83.665,70.97,110.064,24.293,32.107,24.553,0.977,7.77E-01,5.887160475,8.41475,0.997063007,282.1094312,179.0018497,214.5406979,-0.005351437,-26.9867557,320.5400237,-17.75268165,32.46701304,701.8929805,-7.04781192,5.9,705.5125505,0.492730697,0.153065834,7.878530409,1,42,9.183062833
-752.1,-43.607,-0.285,166.72,-37.50,34,701,-7,-1,0,0,94.614,91.683,91.057,81.632,83.665,70.97,110.064,24.293,32.107,24.553,0.977,4.02E-01,6.948925352,8.66475,1.00629469,256.4774641,178.0612604,159.5624797,-0.004994671,-20.0990551,320.3647081,-12.72396461,33.36701304,701.0792227,-7.66163772,6,701.0639159,0.573570969,-0.217723035,4739.48465,1,42,9.203636988
-937.5,-46.190,-0.298,211.36,-37.40,35,701,-7,-1,0,0,94.614,91.683,91.057,81.632,83.665,70.97,110.064,24.293,32.107,24.553,0.977,2.39E-01,7.659966652,8.91475,0.993747964,295.5084133,177.125308,189.7434326,-0.004627505,-21.85969745,320.1608858,-14.07890477,34.26701304,700.3679564,-6.804494596,6.1,697.4872434,0.634343817,-0.0021377,0.483724922,1,42,9.176886183
-1222.9,-69.850,-0.607,225.20,-37.30,36,700,-5,-1,0,0,94.614,91.683,91.057,81.632,83.665,70.97,110.064,24.293,32.107,24.553,0.977,3.84E-01,8.330019605,9.16475,1.000521635,307.6037212,177.6970074,173.459865,-0.004636346,-21.89508735,320.1479595,-14.05315631,35.16701304,699.7613646,-4.982436851,6.2,698.0641878,0.605366755,-0.121143889,-2.80972E-05,1,42,9.20968845
-1374.1,-93.642,-0.835,208.43,-37.20,37,699,-4,-1,0,0,94.614,91.683,91.057,81.632,83.665,70.97,110.064,24.293,32.107,24.553,0.843,4.26E-01,8.888889835,9.41475,0.995495259,292.9435792,178.109982,218.8688639,-0.00489169,-16.30900634,320.1310997,-10.0796712,36.06701304,698.3481935,-4.845352839,6.3,695.4892099,0.660199117,0.128457881,-7.58288E-09,1,42,9.197347924
-1817.1,-120.495,-1.365,164.72,-37.10,38,698,-4,-1,0,0,94.614,91.683,91.057,81.632,83.665,70.97,110.064,24.293,32.107,24.553,0.843,3.72E-01,9.259750127,9.66475,0.997657216,254.7315322,176.4052587,205.101493,-0.004968868,-18.20362052,320.3110445,-11.5065942,36.96701304,697.9408482,-3.515481815,6.4,700.5277975,0.633040048,-0.099186721,1.75926E-12,1,42,9.202019715
-2819.3,-153.008,-2.171,199.34,-37.00,39,697,-3,0,0,0,94.614,91.683,91.057,81.632,83.665,70.97,110.064,24.293,32.107,24.553,0.843,2.98E-01,9.728076332,9.91475,1.005929706,285.0012339,174.7834754,170.4305983,-0.004449405,-17.44423589,320.2154617,-11.08702187,37.86701304,697.0522578,-2.052644273,6.5,701.5259432,0.572752263,0.154408547,-1.02907E-16,1,42,9.18190839
-5061.8,-332.532,-2.927,205.56,-36.90,40,697,-2,0,0,0,94.614,91.683,91.057,81.632,83.665,70.97,110.064,24.293,32.107,24.553,0.843,2.88E-01,9.864026804,10.16475,1.001986387,290.4326456,177.6581088,249.8055637,-0.004545801,-17.9956848,320.4992191,-11.2710833,38.76701304,696.7633621,-1.371939678,6.6,695.7423066,0.687022673,0.053699548,-2.74554E-20,1,42,9.164277616
-4624.1,-318.473,-2.592,204.67,-36.80,41,696,-1,0,0,0,94.614,91.683,91.057,81.632,83.665,70.97,110.064,24.293,32.107,24.553,0.843,2.85E-01,10.22942063,10.41475,1.000848127,289.6558352,174.8018382,227.5572081,-0.004889578,-10.1152597,320.5198775,-6.142127543,39.66701304,696.6684059,-1.560545821,6.7,695.0823803,0.713806593,-0.235801575,6.39821E-24,1,42,9.169259619
-18944.0,-1103.145,-8.008,182.39,-36.70,42,696,-1,0,0,0,93.498,89.596,89.281,79.702,81.447,69.729,109.06,24.291,32.075,24.546,0.871,6.56E-01,10.61849815,10.66475,1.000330311,270.1751019,174.1729438,269.0316627,-0.004136739,-13.07243947,320.5591025,-8.114462167,40.56701304,696.4360048,-0.41845747,6.8,694.1049151,0.783883378,0.033317291,-3.76871E-28,1,42,9.185378757
97174.9,5001.033,54.498,180.67,-36.60,43,696,1,0,0,0,93.498,89.596,89.281,79.702,81.447,69.729,109.06,24.291,32.075,24.546,0.871,1.39E+00,11.0660952,10.91475,1.005442446,268.6788943,175.2230825,216.2448914,-0.004200019,-14.55659271,320.2898537,-9.060129914,41.46701304,696.3154856,0.078848746,6.9,693.2059996,0.757532742,0.206922986,-9.94E-32,1,42,9.185427644
24415.6,1362.450,13.801,216.04,-36.50,44,696,1,0,0,0,93.498,89.596,89.281,79.702,81.447,69.729,109.06,24.291,32.075,24.546,0.871,1.40E+00,11.08839787,11.16475,1.010335349,299.5964385,174.9860292,223.6754345,-0.004380014,-10.4230212,320.3877898,-6.333757097,42.36701304,696.4049461,0.341171356,7,695.6236248,0.823661399,0.271479043,2.33E-35,1,42,9.162628765
9568.7,621.802,4.454,169.67,-36.40,45,696,1,0,0,0,93.498,89.596,89.281,79.702,81.447,69.729,109.06,24.291,32.075,24.546,0.871,9.24E-01,11.38259457,11.41475,1.008659302,259.0586531,174.0819462,234.6951129,-0.003907073,-9.450754951,320.3503484,-5.740561604,43.26701304,696.4188613,0.83617504,7.1,698.8138981,0.791166489,0.034157243,-1.38E-39,1,42,9.196537764
4669.5,222.197,1.111,180.29,-36.30,46,697,2,0,0,0,93.498,89.596,89.281,79.702,81.447,69.729,109.06,24.291,32.075,24.546,0.871,4.32E-01,11.5649105,11.66475,1.004624079,268.3385901,172.7822808,234.3849359,-0.004249681,-7.151849076,319.8395637,-4.317955947,44.16701304,696.870327,1.687640206,7.2,694.8110522,0.77973214,-0.046664516,-3.599E-43,1,42,9.136805251
6004.0,338.667,1.048,205.49,-36.20,47,697,2,0,0,0,93.498,89.596,89.281,79.702,81.447,69.729,109.06,24.291,32.075,24.546,0.964,3.93E-01,11.72590699,11.91475,1.007018244,290.3710377,173.1224489,267.1502902,-0.004760925,-11.10554338,320.1752228,-6.854558387,45.06701304,696.7142748,1.426330041,7.3,691.2767484,0.847158689,0.474426273,8.46256E-47,1,42,9.145014198
4162.7,274.674,0.838,219.06,-36.10,48,697,2,0,0,0,93.498,89.596,89.281,79.702,81.447,69.729,109.06,24.291,32.075,24.546,0.964,5.15E-01,11.86645506,12.16475,1.002285637,302.23792,168.5947803,246.5672018,-0.003949344,-3.924338861,320.1267556,-2.383147107,45.96701304,697.0025413,1.901989546,7.4,695.3640251,0.783545157,-0.057776932,-5.05365E-51,1,42,9.187261108
3939.2,217.387,0.560,158.30,-36.00,49,697,2,0,0,0,93.498,89.596,89.281,79.702,81.447,69.729,109.06,24.291,32.075,24.546,0.964,4.57E-01,12.04876398,12.41475,1.000724135,249.1190878,170.8204089,246.8243582,-0.004295188,-3.74490977,320.070693,-2.241447602,46.86701304,697.1546236,2.112137354,7.5,693.1953273,0.823574467,0.217532549,-1.30299E-54,1,42,9.150501966
3409.2,155.977,0.411,178.87,-35.90,50,697,2,0,0,0,93.498,89.596,89.281,79.702,81.447,69.729,109.06,24.291,32.075,24.546,0.964,3.37E-01,12.16952993,12.66475,0.996137137,267.1012477,171.2618284,222.512745,-0.003563386,-6.661404893,319.9474066,-4.047015646,47.76701304,696.9599291,2.423427393,7.6,697.4361302,0.81758341,0.116597062,3.09E-58,1,42,9.171985351
2541.3,141.491,0.550,209.69,-35.80,51,697,3,0,0,0,93.498,89.596,89.281,79.702,81.447,69.729,109.06,24.291,32.075,24.546,0.964,3.90E-01,12.37622898,12.91475,0.993415226,294.0434409,168.821879,220.0442173,-0.004500848,-5.355210519,320.239138,-3.276025975,48.66701304,696.7647091,3.28905074,7.7,701.1561849,0.826915925,0.272588856,-4.58E-57,1,42,9.17376268
2301.5,153.145,1.079,184.14,-35.70,52,697,4,1,0,1,94.176,89.735,90.032,81.052,83.236,70.465,109.764,24.292,32.06,24.553,1.052,7.29E-01,12.49014222,13.16475,1.001665211,271.7066618,166.9297177,268.1460952,-0.004001734,-4.072763253,320.0470265,-2.500822435,49.56701304,696.792288,3.620357269,7.8,695.1274521,0.824361871,0.218613914,-4.34E-53,1,42,9.155073286
2577.8,131.646,1.908,168.11,-35.60,53,696,4,1,0,1,94.176,89.735,90.032,81.052,83.236,70.465,109.764,24.292,32.06,24.553,1.052,1.07E+00,12.56122658,13.41475,1.002104977,257.6924228,168.2501222,235.093087,-0.004222351,0.694369659,320.0430333,0.411004615,50.46701304,696.9136721,3.282785595,7.9,694.9786128,0.837378314,-0.286631651,4.72E-49,1,42,9.168184359
2393.9,127.943,1.799,209.23,-35.50,54,697,4,1,0,1,94.176,89.735,90.032,81.052,83.236,70.465,109.764,24.292,32.06,24.553,1.052,1.34E+00,12.65525776,13.66475,0.993567672,293.643206,168.9078089,282.9635614,-0.00451806,-3.091674396,320.3041674,-1.864519641,51.36701304,697.2428405,3.69115784,8,693.4994754,0.874774047,0.303886252,-1.27E-45,1,42,9.151837367
2165.8,133.086,1.704,204.57,-35.40,55,697,4,1,0,1,94.176,89.735,90.032,81.052,83.236,70.465,109.764,24.292,32.06,24.553,1.052,1.20E+00,12.81271503,13.91475,0.998193815,289.5656779,167.1207534,274.5462517,-0.004932284,-2.928740443,320.0280405,-1.783728935,52.26701304,697.4928806,4.053467135,8.1,693.5235172,0.869410805,0.258274606,-1.19E-41,1,42,9.188054525
2541.7,134.827,1.580,181.90,-35.30,56,697,4,1,0,1,94.176,89.735,90.032,81.052,83.236,70.465,109.764,24.292,32.06,24.553,1.052,9.35E-01,12.79552787,14.16475,0.999904263,269.7515048,168.5784873,235.3857141,-0.004476026,1.635523264,320.2304909,0.960862892,53.16701304,698.3504365,3.62494755,8.2,696.4905151,0.913594905,0.248442545,1.30E-37,1,42,9.168090655
2594.2,160.963,1.600,165.23,-35.20,57,698,4,0,0,1,94.176,89.735,90.032,81.052,83.236,70.465,109.764,24.292,32.06,24.553,1.092,8.40E-01,12.87731416,14.41475,1.000566383,255.1724397,166.8133918,226.0906252,-0.004478428,-0.845768513,320.1584728,-0.509598497,54.06701304,698.3648163,3.365471666,8.3,701.5418295,0.865708471,0.149673465,-3.51E-34,1,42,9.186879746
2233.7,109.769,1.172,194.59,-35.10,58,698,4,0,0,1,94.176,89.735,90.032,81.052,83.236,70.465,109.764,24.292,32.06,24.553,1.092,6.96E-01,13.09084747,14.66475,0.998712555,280.8476276,164.84393,186.7047323,-0.004350477,1.288061414,320.1693285,0.775324128,54.96701304,698.8652781,3.845795532,8.4,697.9890304,0.852418211,0.054924281,-3.26E-30,1,42,9.161446006
3035.9,223.473,1.132,205.88,-35.00,59,700,4,0,0,1,94.176,89.735,90.032,81.052,83.236,70.465,109.764,24.292,32.06,24.553,1.092,5.33E-01,13.1979386,14.91475,1.003741483,290.7168283,165.5798381,291.8314931,-0.003886098,4.861465444,320.2042005,2.852281309,55.86701304,700.6503892,2.850360323,8.5,696.310543,0.860863523,0.350275093,3.57E-26,1,42,9.162312209
3660.0,324.234,1.244,237.58,-34.90,60,702,3,0,0,1,94.176,89.735,90.032,81.052,83.236,70.465,109.764,24.292,32.06,24.553,1.092,4.63E-01,13.30419386,15.16475,1.005692365,318.433242,166.2519488,346.5390442,-0.003819589,12.16296266,320.2361914,6.817234369,56.76701304,704.4886606,2.667614683,8.6,698.0680756,0.976630332,-0.048337385,-9.74E-23,1,42,9.198619239
5984.0,287.436,0.995,224.36,-34.80,61,707,4,0,0,1,94.176,89.735,90.032,81.052,83.236,70.465,109.764,24.292,32.06,24.553,1.092,7.17E-01,13.53743816,15.41475,0.998045027,306.8743541,168.3762307,377.3365377,-0.004663047,12.70404908,320.2204185,7.015699937,57.66701304,711.5128295,2.767813139,8.7,697.3527975,1.673248896,0.038739972,-8.93E-19,1,42,9.15855093
8756.7,264.349,1.151,217.14,-34.70,62,716,3,0,0,1,94.811,90.845,90.638,81.808,84.359,71.821,110.247,24.294,32.038,24.553,1.139,1.19E+00,13.97808018,15.66475,0.998325011,300.5598072,170.3564763,351.413687,-0.004387034,14.00505184,320.3900666,7.59651538,58.56701304,720.9843876,2.410655601,8.8,705.6613034,2.160977822,0.362923803,9.84E-15,1,42,9.191248462
8447.7,257.385,1.397,249.66,-34.60,63,726,3,0,0,1,94.811,90.845,90.638,81.808,84.359,71.821,110.247,24.294,32.038,24.553,1.139,1.38E+00,14.31469421,15.91475,1.008363414,328.9917638,171.6347736,400.1933388,-0.004080344,20.03412252,320.4896004,10.45246408,59.46701304,733.3887704,2.846182614,8.9,715.6462184,2.503700764,0.111452292,-2.70E-11,1,42,9.182719002
9394.8,286.433,1.785,213.00,-34.50,64,741,3,0,0,1,94.811,90.845,90.638,81.808,84.359,71.821,110.247,24.294,32.038,24.553,1.139,1.09E+00,14.94194157,16.16475,0.99589208,296.9397808,176.971207,441.5869087,-0.004504457,24.45748811,320.2218744,12.14200792,60.36701304,747.2495312,2.83395101,9,725.9431622,2.824827955,0.200838983,-2.45E-07,1,42,9.185401486
11182.8,328.899,2.943,185.64,-34.40,65,754,2,0,0,1,94.811,90.845,90.638,81.808,84.359,71.821,110.247,24.294,32.038,24.553,1.139,5.79E-01,15.27335413,16.41475,1.002721993,273.0178549,179.2607091,389.8389764,0.460732947,26.15328949,320.5255371,12.73198987,61.26701304,763.067591,2.447378024,9.1,742.182036,2.965253023,-0.268019477,2.71E-03,1,42,9.192845822
12451.4,360.969,4.023,190.61,-34.30,66,769,3,0,0,1,94.811,90.845,90.638,81.808,84.359,71.821,110.247,24.294,32.038,24.553,1.139,5.45E-01,16.00357506,16.66475,1.001002954,277.3692102,184.8551963,364.1465238,2.242205048,29.23143782,320.2556261,13.65402279,62.16701304,778.7222519,2.32133606,9.2,759.0979984,3.195836033,0.133302541,-7.48E+00,1,42,9.185483416
