TimeToEvent,BSFC (g/kW-hr),BSNO (g/kW-hr),BSPM (g/kW-hr),Corrected Exhaust,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
-39.90,-1079.1,23.409,1.799,258.54,10,766,1,0,0,0,97.163,93.583,92.944,82.594,86.58,73.176,114.53,24.376,31.9,24.613,1.21,8.16E-01,1.184510617,2.84375,0.999425616,336.7544704,203.7492882,10.17998117,-0.004284178,-74.94598896,321.6596236,-58.18638916,12.41141304,754.4932644,0.79408294,7.3,777.2221755,-0.091799773,-0.837866431,13845.63532,1,42,9.198753659
-39.80,-1076.3,31.747,1.834,198.03,11,757,2,0,0,0,97.163,93.583,92.944,82.594,86.58,73.176,114.53,24.376,31.9,24.613,1.21,1.24E+00,1.176751169,3.09375,0.995129971,283.8523692,203.5476859,11.087639,-0.004597278,-73.39948142,321.7502882,-56.39684522,13.31141304,745.2510365,0.806066282,7.4,765.737643,-0.0918,-1.15236862,13679.17666,1,42,9.240735348
-39.70,-1910.9,48.464,2.577,161.14,12,747,1,0,0,0,97.163,93.583,92.944,82.594,86.58,73.176,114.53,24.376,31.9,24.613,1.21,1.36E+00,1.152477207,3.34375,0.996186958,251.5970026,200.3400021,8.578704655,-0.004323637,-71.87383912,321.5934011,-55.94768103,14.21141304,736.3917635,0.459449816,7.5,752.7772376,-0.0918,-1.057685103,13662.63317,1,42,9.243897895
-39.60,-998.1,95.580,0.761,195.62,13,739,1,0,0,0,97.163,93.583,92.944,82.594,86.58,73.176,114.53,24.376,31.9,24.613,0.966,9.85E-01,1.197900058,3.59375,1.002092326,281.7410919,198.8378733,48.39829954,-0.004243348,-73.3285619,321.7192852,-58.4247982,15.11141304,728.741509,0.888904452,7.6,748.3487438,-0.091799994,-0.773200712,13811.01584,1,42,9.201312944
-39.50,-2496.8,309.789,2.453,244.22,14,731,1,0,0,0,97.243,93.793,91.913,82.511,85.893,72.925,113.891,24.389,31.846,24.62,0.966,4.47E-01,1.179222359,3.84375,1.004483914,324.2361376,197.3118454,62.7562213,-0.003710366,-65.55430526,321.6614567,-49.75374099,16.01141304,723.3846428,0.358046609,7.7,738.8037216,-0.091820505,-0.964544734,13579.92528,1,42,9.21055318
-39.40,374.4,1155.529,1.709,271.39,15,724,1,0,0,0,97.243,93.793,91.913,82.511,85.893,72.925,113.891,24.389,31.846,24.62,0.966,4.10E-01,1.213390511,4.09375,0.993775305,347.987566,198.0458297,402.6280119,-0.004471088,-53.48337507,321.8996403,-36.99672587,16.91141304,723.2074032,0.691377661,7.8,725.1020165,0.026578089,-0.48273404,13504.90039,1,41.99999807,9.188016678
-39.30,529.9,698.078,1.311,181.64,16,722,1,0,0,0,97.243,93.793,91.913,82.511,85.893,72.925,113.891,24.389,31.846,24.62,0.966,5.49E-01,1.048383448,4.34375,1.007450062,269.5230668,198.6142438,358.4938312,-0.005074522,-66.25584052,321.9824126,-50.05790254,17.81141304,724.695167,1.240127181,7.9,718.6549196,0.06761296,-0.65525679,13497.8854,1,42.0250711,9.221792881
-39.20,32952.3,1304.046,2.832,181.54,17,724,1,0,0,0,97.243,93.793,91.913,82.511,85.893,72.925,113.891,24.389,31.846,24.62,0.966,6.29E-01,1.061889905,4.59375,1.004802586,269.4324257,198.2032815,282.9673926,-0.003995449,-64.98870578,322.1411823,-48.78498126,18.71141304,725.7462772,0.533605357,8,713.739612,1.811911844,-0.483228751,13436.51003,1,55.07167768,9.203830568
-39.10,19135.9,617.582,1.212,203.75,18,725,1,0,0,0,97.243,93.793,91.913,82.511,85.893,72.925,113.891,24.389,31.846,24.62,0.777,8.66E-01,1.221379415,4.84375,0.996162996,288.854612,198.352229,273.4676059,-0.004360997,-63.11153525,322.0054631,-46.66608362,19.61141304,726.9536187,0.878964415,8.1,719.0289003,1.736090797,-0.7381002,13696.34173,1,55.00001197,9.206104627
-39.00,22935.5,619.235,3.188,248.48,19,726,1,0,0,0,97.243,93.793,91.913,82.511,85.893,72.925,113.891,24.389,31.846,24.62,0.777,9.39E-01,1.236208139,5.09375,1.004582807,327.9589743,198.0423719,210.1252343,-0.004713844,-42.23270748,321.9884454,-27.10531959,20.51141304,727.7811035,0.610286954,8.2,723.8689817,1.446404497,-0.71016412,13552.16486,1,55,9.205813718
-38.90,16071.8,504.586,2.478,253.40,20,727,1,0,0,0,97.243,93.793,91.913,82.511,85.893,72.925,113.891,24.389,31.846,24.62,0.777,5.80E-01,1.208920738,5.34375,0.990401854,332.2615685,196.7140404,241.8902785,-0.003911447,-60.67916354,321.7825644,-44.60559301,21.41141304,729.414005,0.77366049,8.3,723.3125131,1.287764994,-0.733709903,13568.55912,1,55,9.205949699
-38.80,9529.9,357.993,2.549,204.89,21,729,1,0,0,0,97.243,93.793,91.913,82.511,85.893,72.925,113.891,24.389,31.846,24.62,0.777,3.88E-01,1.255796581,5.59375,1.004879805,289.8463983,195.4537911,188.5450861,-0.004367328,-41.27654354,321.7553581,-26.77213674,22.31141304,730.1069033,1.092216019,8.4,724.9941722,1.079025882,-0.745873251,13551.72454,1,55,9.205689567
-38.70,11980.8,767.719,6.418,185.85,22,730,1,0,0,0,97.243,93.793,91.913,82.511,85.893,72.925,113.891,24.389,31.846,24.62,0.777,3.39E-01,1.261220904,5.84375,1.011861219,273.2018669,196.014282,242.980924,-0.004424752,-39.99602013,321.8881006,-25.63547348,23.21141304,730.5459562,0.738028213,8.5,727.8518038,0.917173057,-0.519765023,13449.37042,1,55.00000001,9.211903902
-38.60,5448.8,296.715,3.746,167.14,23,730,1,0,0,0,97.243,93.793,91.913,82.511,85.893,72.925,113.891,24.389,31.846,24.62,2.382,7.48E-01,1.230351479,6.09375,1.005323461,256.8480498,196.0526985,160.0574238,-0.004727378,-39.25531644,321.7286659,-25.03569633,24.11141304,729.2194161,1.137159577,8.6,731.7904391,0.64154499,-0.401132356,13704.99411,1,54.99995564,9.1745122
-38.50,-1652.6,-70.651,-1.202,214.98,24,729,1,0,0,0,90.856,85.075,86.593,76.195,80.822,70.854,112.008,24.385,31.811,24.614,2.382,8.09E-01,1.261060376,6.34375,1.002569686,298.6724632,193.8631293,96.09061628,-0.004244018,-41.18003327,321.8419868,-26.97091841,25.01141304,726.4288208,-2.338328777,8.7,730.1381146,0.398587599,-0.628870618,13452.10534,1,54.73142013,9.203815596
-38.40,-779.3,-26.060,-0.560,241.88,25,727,2,0,0,0,90.856,85.075,86.593,76.195,80.822,70.854,112.008,24.385,31.811,24.614,2.382,5.81E-01,1.273251661,6.59375,1.004583161,322.1876879,192.8236939,65.27841698,-0.005131436,-39.43705003,321.6311499,-25.71087614,25.91141304,725.7122291,-4.315531475,8.8,729.3209141,0.346538277,-0.560902498,13449.22314,1,41.99327436,9.16718294
-38.30,-394.6,-31.636,-0.601,218.27,26,725,-6,-1,0,0,90.856,85.075,86.593,76.195,80.822,70.854,112.008,24.385,31.811,24.614,2.382,3.76E-01,1.268701298,6.84375,1.003786959,301.545559,193.5249456,82.2518043,-0.004987346,-34.32686712,321.8593098,-21.56236272,26.81141304,723.7421629,-5.516515971,8.9,726.7990369,0.223699662,-0.484121673,13386.21929,1,42.00000052,9.202971142
-38.20,-260.3,-25.790,-0.524,177.33,27,724,-6,-1,0,0,90.856,85.075,86.593,76.195,80.822,70.854,112.008,24.385,31.811,24.614,2.382,4.99E-01,1.267971152,7.09375,0.998977903,265.7551035,190.717065,79.63728483,-0.005027981,-33.12685622,321.5375977,-21.02088479,27.71141304,720.7373951,-6.946829903,9,725.3344989,0.185073806,-0.493619707,13297.45688,1,42,9.187238098
-38.10,-225.4,-12.848,-0.433,177.52,28,722,-6,-1,0,0,90.856,85.075,86.593,76.195,80.822,70.854,112.008,24.385,31.811,24.614,1.591,1.13E+00,1.271334698,7.34375,0.990780707,265.9188078,187.2531329,50.73649407,-0.005498626,-30.45267939,321.9693473,-19.42129548,28.61141304,716.9817283,-6.758302445,9.1,724.3454805,0.155069216,-0.411952366,13399.77922,1,42,9.173281702
-38.00,-79.4,-17.949,-0.531,218.03,29,718,-7,-1,0,0,90.856,85.075,86.593,76.195,80.822,70.854,112.008,24.385,31.811,24.614,1.591,1.04E+00,1.292741647,7.59375,1.000412343,301.3418091,187.7252717,72.1286829,-0.005275173,-33.88143827,321.7190407,-22.02326705,29.51141304,713.2032314,-7.086948582,9.2,718.7970768,0.056954376,-0.75312472,13147.58867,1,42,9.178363957
-37.90,-184.5,-21.449,-0.840,230.22,30,714,-7,-1,0,0,90.856,85.075,86.593,76.195,80.822,70.854,112.008,24.385,31.811,24.614,1.591,6.12E-01,1.279605609,7.84375,1.005578331,311.9979539,184.9227115,68.03206879,-0.005340678,-32.09137623,321.8330367,-20.99790346,30.41141304,709.4855214,-6.832119067,9.3,718.0259491,0.126963213,-0.304935423,13312.53736,1,42,9.173607135
-37.80,-109.9,-28.775,-0.849,174.22,31,710,-7,-1,0,0,90.856,85.075,86.593,76.195,80.822,70.854,112.008,24.385,31.811,24.614,1.591,7.01E-01,1.2810681,8.09375,0.998953296,263.0372818,184.6843741,96.37866117,-0.005240784,-26.81227733,321.8681835,-16.9835442,31.31141304,705.6498049,-6.89764169,9.4,712.2024766,0.075966242,-0.593138702,13010.42321,1,42,9.212206383
-37.70,-63.5,-22.569,-0.540,178.59,32,706,-7,-1,0,0,90.856,85.075,86.593,76.195,80.822,70.854,112.008,24.385,31.811,24.614,1.591,4.92E-01,1.25757457,8.34375,0.994165978,266.8540945,183.4638513,88.65651325,-0.00556208,-28.48792512,321.9058911,-18.38216155,32.21141304,702.2543893,-7.107247418,9.5,712.522653,0.045025991,-0.389952891,12984.18393,1,42,9.182946243
-37.60,-90.2,-22.668,-0.262,216.99,33,703,-6,-1,0,0,90.856,85.075,86.593,76.195,80.822,70.854,112.008,24.385,31.811,24.614,0.711,3.47E-01,1.272498413,8.59375,0.998659516,300.4240895,182.7426623,81.04488102,-0.004796709,-27.66325816,322.1966065,-17.83812513,33.11141304,699.5029866,-7.074662734,9.6,711.049696,0.063395104,-0.506303872,13011.16581,1,42,9.18453421
-37.50,-330.6,-54.915,-0.347,206.33,34,700,-7,-1,0,0,95.256,91.1,89.707,79.192,82.121,72.934,112.435,24.377,31.787,24.617,0.711,2.92E-01,1.290987229,8.84375,1.004261639,291.1104543,179.7001364,159.4835273,-0.004499346,-27.87726948,321.7690433,-18.36170667,34.01141304,696.9216261,-6.539192538,9.7,702.6443731,0.213905583,-0.304640665,12786.8171,1,42,9.131676768
-37.40,-556.7,-32.336,-0.711,180.41,35,697,-7,-1,0,0,95.256,91.1,89.707,79.192,82.121,72.934,112.435,24.377,31.787,24.617,0.711,2.56E-01,0.875631495,9.09375,1.002698963,268.4444981,176.7136314,121.292167,-0.005394444,-21.18576222,322.0395424,-13.62184303,34.91141304,694.3814049,-6.562206198,9.8,696.0935733,0.360166526,-0.507541771,12773.31079,1,42,9.163105682
-37.30,-832.2,-63.010,-1.407,196.53,36,695,-5,-1,0,0,95.256,91.1,89.707,79.192,82.121,72.934,112.435,24.377,31.787,24.617,0.711,5.04E-01,1.817221708,9.34375,0.999351723,282.5376062,175.1010575,156.447918,-0.004510814,-26.62448669,321.6248392,-17.9317764,35.81141304,691.4633729,-4.66685752,9.9,693.1793382,0.381306069,-0.502747147,12831.85044,1,42,9.165403975
-37.20,-1383.1,-100.831,-1.243,222.81,37,692,-5,-1,0,0,95.256,91.1,89.707,79.192,82.121,72.934,112.435,24.377,31.787,24.617,0.711,9.24E-01,2.988050949,9.59375,1.010701815,305.5145414,176.5514754,155.7183326,-0.004534839,-25.38129929,321.8498705,-16.78988538,36.71141304,689.4876939,-3.392098967,10,689.0174438,0.459314448,-0.412998886,12651.16872,1,42,9.149265759
-37.10,-1715.4,-123.789,-0.501,172.48,38,690,-4,0,0,0,95.256,91.1,89.707,79.192,82.121,72.934,112.435,24.377,31.787,24.617,0.258,1.18E+00,4.33484731,9.84375,1.010417898,261.5173839,178.5685222,193.6809536,-0.004217505,-19.82819978,321.7687027,-12.49096605,37.61141304,687.4733818,-3.137370804,10.1,690.559842,0.525334419,-0.300645704,12501.3289,1,42,9.143422745
-37.00,-1844.1,-128.057,-0.538,184.53,39,688,-3,0,0,0,95.256,91.1,89.707,79.192,82.121,72.934,112.435,24.377,31.787,24.617,0.258,7.89E-01,5.268647603,10.09375,0.994596649,272.0532991,175.9384254,189.6288878,-0.004148702,-21.33658153,321.7354402,-13.80098774,38.51141304,686.5672009,-2.698491285,10.2,692.486506,0.485106647,-0.383798363,12662.13458,1,42,9.154265267
-36.90,-4292.7,-242.458,-1.160,215.03,40,686,-2,0,0,0,95.256,91.1,89.707,79.192,82.121,72.934,112.435,24.377,31.787,24.617,0.258,2.35E-01,6.67519605,10.34375,1.006942244,298.7142239,172.0203129,171.4337258,-0.004396034,-20.03900349,321.5756083,-13.18517623,39.41141304,686.1416326,-1.504194378,10.3,686.6691588,0.629059685,-0.561480828,12530.42164,1,42,9.171596424
-36.80,-8510.7,-685.865,-2.116,195.73,41,686,-2,0,0,0,95.256,91.1,89.707,79.192,82.121,72.934,112.435,24.377,31.787,24.617,0.258,1.87E-01,7.684266709,10.59375,1.000349496,281.843407,175.3851555,270.6198494,-0.004629851,-18.74719185,321.4016635,-11.96848543,40.31141304,686.2343309,-0.867436287,10.4,684.1144697,0.719321188,-0.763273608,12294.40172,1,42,9.133796625
-36.70,-14192.0,-717.530,-3.476,177.64,42,686,-1,0,0,0,95.256,91.1,89.707,79.192,82.121,72.934,112.435,24.377,31.787,24.617,0.258,1.34E-01,8.876818204,10.84375,1.002999038,266.028613,175.8303288,240.1712727,-0.004421485,-12.85887141,321.6315976,-7.890259815,41.21141304,686.5160588,-0.594128388,10.5,680.4548337,0.821905153,-0.381652113,12277.98863,1,42,9.119012416
-36.60,-38822.5,-2298.425,-16.169,207.25,43,686,0,0,0,0,95.256,91.1,89.707,79.192,82.121,72.934,112.435,24.377,31.787,24.617,0.103,2.04E-01,9.751896726,11.09375,0.998775821,291.9171696,172.5148412,262.6000684,-0.004271034,-15.06222687,321.670627,-9.566196743,42.11141304,686.8803441,-0.213702173,10.6,683.2566268,0.809133786,-0.514223343,12238.88175,1,42,9.164386173
-36.50,6425.7,429.996,3.019,214.21,44,686,0,0,0,0,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.103,2.94E-01,10.70137797,11.34375,1.003216004,297.996122,171.3658149,275.293237,-0.004339261,-14.10058134,321.6379456,-8.966114779,43.01141304,687.657748,1.366714689,10.7,684.3024579,0.857461091,-0.494906799,12200.93505,1,42,9.142490053
-36.40,7321.2,406.809,2.885,173.02,45,687,0,0,0,0,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.103,5.06E-01,11.5976767,11.59375,1.014123124,261.986434,171.4826076,258.9396755,-0.004312938,-8.808851733,321.5527498,-5.415041711,43.91141304,688.4681947,1.262268554,10.8,689.7882577,0.903373573,-0.392156703,12131.03422,1,42,9.143377685
-36.30,6873.7,317.300,3.311,182.42,46,688,2,0,0,0,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.103,7.85E-01,12.46157549,11.84375,1.0033132,270.2044157,172.7352063,219.2824348,-0.003731095,-11.184334,321.4462491,-6.923103442,44.81141304,689.4625957,1.268488735,10.9,691.9875272,0.853564332,-0.414257347,12120.83206,1,42,9.141509789
-36.20,4411.1,251.353,3.043,208.43,47,689,2,0,0,0,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.103,6.43E-01,13.24281296,12.09375,1.010467757,292.946888,172.7050578,230.0145225,-0.004321477,-9.921084753,321.4664033,-6.094632394,45.71141304,690.33458,1.85796873,11,689.8961797,0.803323704,-0.397441139,741.2729331,1,42,9.139919857
-36.10,3113.8,222.579,1.916,193.85,48,690,2,0,0,0,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.377,3.17E-01,13.99749416,12.34375,1.016992003,280.2010136,171.7330874,293.7627426,-0.003941209,-8.931928364,321.4872576,-5.486403424,46.61141304,691.3719939,2.661996994,11.1,687.7335533,0.813673056,-0.726750024,-458.4642481,1,42,9.172196171
-36.00,3400.5,173.990,1.228,179.68,49,691,2,0,0,0,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.377,2.73E-01,14.51770819,12.59375,1.011298718,267.8129176,167.5684944,247.1274122,-0.003759035,-2.023716327,322.0320405,-1.22245857,47.51141304,692.3663902,2.766529969,11.2,687.8203216,0.924817383,-0.405408019,-1226.219398,1,42,9.153102823
-35.90,2928.1,164.415,0.537,199.01,50,692,3,0,0,0,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.377,3.22E-01,14.99414804,12.84375,1.00486266,284.7085185,171.0221503,303.3689345,-0.004355963,-5.835274708,321.6499706,-3.532529257,48.41141304,693.438998,3.217722675,11.3,688.8706717,0.927664685,-0.275924552,0.097980238,1,42,9.167879401
-35.80,2260.0,123.851,0.489,197.99,51,693,3,0,0,0,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.377,4.46E-01,15.25332727,13.09375,0.990071693,283.8213915,172.0787784,272.2748127,-0.004497914,-5.911458349,321.4126078,-3.557533663,49.31141304,694.0428865,4.327838672,11.4,688.351973,0.96384334,-0.406842989,1.45448E-05,1,42,9.13917521
-35.70,2221.5,122.453,0.503,191.48,52,694,4,1,0,1,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.377,3.43E-01,15.35190092,13.34375,1.006166242,278.1243963,171.3913701,240.2245209,-0.004556829,-0.880047408,321.7526854,-0.516122562,50.21141304,694.8252411,4.025567928,11.5,694.5648423,0.882253185,-0.461703885,-4.46E-09,1,42,9.154313373
-35.60,2344.9,141.077,0.572,171.70,53,695,4,1,0,1,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.785,1.80E-01,15.36493947,13.59375,1.006851115,260.8338086,169.9048587,233.438136,-0.003771578,-2.517512399,321.5096175,-1.50400401,51.11141304,696.0562595,3.417723933,11.6,697.3113953,0.792043267,-0.287372953,3.58E-13,1,42,9.161213867
-35.50,1752.3,73.215,0.357,194.00,54,696,4,1,0,1,91.761,86.011,87.22,77.171,80.077,69.967,111.468,24.375,31.769,24.596,0.785,2.72E-01,15.46362631,13.84375,0.99135467,280.3266943,167.8645826,203.0637236,-0.003645261,-1.151509386,321.6690446,-0.69071331,52.01141304,697.0664937,4.615171158,11.7,692.4749942,0.800421972,-0.638405483,5.26E-17,1,42,9.182949849
-35.40,2112.9,127.425,0.360,202.44,55,696,4,1,0,1,93.455,89.123,90.399,80.446,83.979,71.491,113.052,24.384,31.732,24.608,0.785,3.51E-01,15.43501779,14.09375,1.007550553,287.7093283,167.1836584,285.4704476,-0.004329516,-2.333271772,321.4731385,-1.415387504,52.91141304,697.9644019,4.157880126,11.8,694.5944545,0.870624963,-0.697467676,-1.62025E-20,1,42,9.20006914
-35.30,2731.5,152.562,0.513,204.13,56,698,4,1,0,1,93.455,89.123,90.399,80.446,83.979,71.491,113.052,24.384,31.732,24.608,0.785,2.92E-01,15.44035838,14.34375,1.013316263,289.1879932,167.2567051,245.6568107,-0.003967606,3.691238254,321.4765719,2.159276199,53.81141304,699.0951808,3.416199495,11.9,694.4189702,0.926249811,-0.646417062,1.30725E-24,1,42,9.155333613
-35.20,2660.2,174.388,0.450,164.69,57,699,4,1,0,1,93.455,89.123,90.399,80.446,83.979,71.491,113.052,24.384,31.732,24.608,0.785,1.89E-01,15.37191818,14.59375,0.995939055,254.7059923,166.3433855,273.4779023,-0.00370218,3.090102633,321.5023397,1.823785054,54.71141304,699.6588012,3.429413901,12,695.7691906,0.906292125,-0.388554368,7.70347E-27,1,42,9.167157052
-35.10,2701.9,168.153,0.440,183.93,58,700,4,1,0,1,93.455,89.123,90.399,80.446,83.979,71.491,113.052,24.384,31.732,24.608,1.058,6.15E-01,15.32727512,14.84375,1.00122368,271.522491,164.5793871,231.346154,-0.003888959,1.571190257,321.5519595,0.94564237,55.61141304,701.23901,3.146270814,12.1,699.3325621,0.846411547,-0.500976901,-1.04793E-22,1,42,9.180476968
-35.00,2124.8,197.166,0.901,210.59,59,701,4,0,0,1,93.455,89.123,90.399,80.446,83.979,71.491,113.052,24.384,31.732,24.608,1.058,6.28E-01,15.30144857,15.09375,0.996820393,294.8351726,167.4093771,260.5591974,-0.003636947,5.959861826,321.4224946,3.437669718,56.51141304,703.5606406,3.512718564,12.2,702.7356588,0.745604365,-0.498492391,3.86E-19,1,42,9.183405511
-34.90,2276.8,212.087,1.012,217.24,60,703,3,0,0,1,93.455,89.123,90.399,80.446,83.979,71.491,113.052,24.384,31.732,24.608,1.058,2.40E-01,15.29709991,15.34375,1.000745921,300.6502109,168.170601,309.023734,-0.00452341,9.892226271,321.489127,5.555469619,57.41141304,707.3722581,3.167587219,12.3,700.430792,0.724362143,-0.854370997,2.06E-15,1,42,9.201721388
-34.80,3953.1,301.297,0.727,227.69,61,706,4,0,0,1,93.455,89.123,90.399,80.446,83.979,71.491,113.052,24.384,31.732,24.608,1.058,2.74E-01,15.36520252,15.59375,1.003400442,309.7859505,167.6418033,345.274114,-0.004087194,16.18159558,321.619868,8.802794244,58.31141304,714.3136544,2.769065424,12.4,699.0962157,1.110202656,-0.511047264,-2.88E-11,1,42,9.157418124
-34.70,7407.3,353.099,0.982,265.53,62,713,3,0,0,1,93.455,89.123,90.399,80.446,83.979,71.491,113.052,24.384,31.732,24.608,1.058,2.77E-01,15.35929082,15.84375,1.003690338,342.8682738,170.9854053,384.4269902,-0.003998825,19.13568806,321.4953751,10.06500001,59.21141304,723.9219497,2.157070311,12.5,703.4071117,1.642337364,-0.632327297,1.07E-07,1,42,9.205407655
-34.60,8460.2,258.142,0.780,218.35,63,722,3,0,0,1,93.455,89.123,90.399,80.446,83.979,71.491,113.052,24.384,31.732,24.608,1.209,2.42E-01,15.46740631,16.09375,0.997519382,301.6140362,173.0929862,389.313661,-0.004302197,18.66900451,321.2589425,9.73550829,60.11141304,736.204727,2.396210956,12.6,707.4750876,2.119104152,-0.648276261,5.62E-04,1,42,9.202103834
-34.50,17166.7,556.339,1.676,245.08,64,734,3,0,0,1,93.455,89.123,90.399,80.446,83.979,71.491,113.052,24.384,31.732,24.608,1.209,1.64E-01,15.47552964,16.34375,0.990524153,324.9828756,174.4472669,401.8971163,-0.003997175,23.74985159,321.4244728,11.98294494,61.01141304,749.6304136,1.364994875,12.7,721.8721961,2.494091075,-0.260565641,-7.93E+00,1,42,9.185846103
-34.40,10338.3,358.329,1.121,203.65,65,748,2,0,0,1,95.095,91.664,91.777,82.592,85.944,72.559,113.973,24.374,31.713,24.604,1.209,6.19E-01,15.94531917,16.59375,1.004244139,288.7656907,180.4618663,434.6524199,-0.003551699,28.02617275,321.5298649,13.44258063,61.91141304,764.609607,2.434487653,12.8,731.2262628,2.732402423,-0.741405835,-1.70E+03,1,42,9.187476301
-34.30,14506.3,363.610,1.118,166.08,66,762,2,0,0,1,95.095,91.664,91.777,82.592,85.944,72.559,113.973,24.374,31.713,24.604,1.209,8.28E-01,16.22229755,16.84375,0.999238117,255.9231088,182.1774855,347.3681449,1.768105408,29.53175687,321.4213429,13.94920531,62.81141304,780.2456854,1.788773982,12.9,743.8994883,2.874677066,-0.398836674,1.22E+04,1,42,9.174073345
-34.20,13966.7,360.087,1.304,201.12,67,777,2,0,0,1,95.095,91.664,91.777,82.592,85.944,72.559,113.973,24.374,31.713,24.604,1.209,6.94E-01,16.6077358,17.09375,0.999315624,286.5510972,186.5380693,323.5146557,4.246469981,31.83062405,321.6339778,14.57655104,63.71141304,795.5919083,1.891168496,13,762.9169083,2.983749957,-0.589544597,1.25E+04,1,42,9.225332455
-34.10,20928.3,558.404,3.041,217.89,68,794,2,0,0,1,95.095,91.664,91.777,82.592,85.944,72.559,113.973,24.374,31.713,24.604,1.536,5.81E-01,16.98203072,17.34375,1.005459289,301.2137136,189.3896708,354.6950193,6.281804233,33.31700857,321.5758107,14.96004011,64.61141304,810.2855116,1.246530159,13.1,780.2876298,3.001377793,-0.487636505,1.28E+04,1,42,9.202572026
-34.00,20428.4,419.293,3.522,207.43,69,808,2,0,0,1,95.095,91.664,91.777,82.592,85.944,72.559,113.973,24.374,31.713,24.604,1.536,4.39E-01,17.2819144,17.59375,0.99902406,292.0733835,188.9544999,248.102212,8.014214975,32.66184925,321.5099452,14.73801431,65.51141304,824.6899096,1.226135309,13.2,793.041585,2.932987264,-0.741332561,1.26E+04,1,42,9.203679014
-33.90,26008.2,563.825,3.990,237.78,70,822,2,0,0,1,95.095,91.664,91.777,82.592,85.944,72.559,113.973,24.374,31.713,24.604,1.536,4.25E-01,17.56529983,17.84375,1.007198783,318.6069203,192.3398754,249.3421956,9.715113598,39.88198865,321.5561156,17.17408859,66.41141304,837.9646128,0.976957822,13.3,809.7102798,3.023145131,-0.758493991,1.30E+04,1,42,9.249428147
-33.80,57064.5,1335.827,9.362,225.78,71,836,1,0,0,1,95.095,91.664,91.777,82.592,85.944,72.559,113.973,24.374,31.713,24.604,1.536,3.74E-01,17.63115325,18.09375,1.00005451,308.1113116,195.1350175,232.8548704,12.06908386,41.47536932,321.6278472,17.52897236,67.31141304,849.1594679,0.408372468,13.4,830.9903858,2.809687504,-0.475194168,1.31E+04,1,42,9.203063121
-33.70,11599.5,252.679,1.538,242.64,72,848,1,0,0,1,95.095,91.664,91.777,82.592,85.944,72.559,113.973,24.374,31.713,24.604,1.536,4.29E-01,17.72547508,18.34375,1.00360594,322.8534933,196.380575,243.5445516,14.4999797,43.44097892,321.6804931,18.11387601,68.21141304,860.6322374,1.868750327,13.5,840.5970474,2.648824348,-0.624905668,1.32E+04,1,42,9.206527636
-33.60,18549.8,380.772,1.937,262.84,73,858,1,0,0,1,95.095,91.664,91.777,82.592,85.944,72.559,113.973,24.374,31.713,24.604,2.111,4.51E-01,17.57337939,18.59375,1.015283403,340.5167429,194.4112801,232.0107795,16.7226006,41.21969317,321.8392337,17.49332552,69.11141304,871.4990573,1.118956535,13.6,853.1492891,2.568413597,-0.450348787,1.35E+04,1,42,9.169055231
-33.50,23920.6,524.593,3.478,282.46,74,870,1,0,0,1,95.095,91.664,91.777,82.592,85.944,72.559,113.973,24.374,31.713,24.604,2.111,3.47E-01,17.57107713,18.84375,1.010864299,357.6675419,197.6620747,214.4635642,18.36583667,41.75269803,321.8572848,17.43948276,70.01141304,881.7264824,0.865753242,13.7,864.750448,2.592661544,-0.703145525,1.34E+04,1,42,9.20628142
-33.40,43885.2,912.329,12.017,236.92,75,880,1,0,0,1,102.447,103.421,100.456,92.579,99.305,84.352,118.351,24.391,31.704,24.604,2.111,6.30E-01,17.57164203,19.09375,1.009235952,317.8547706,197.5703184,205.8309015,19.48764484,47.28908283,321.6996662,19.31274952,70.91141304,891.1817687,0.484011364,13.8,868.8673305,2.687731921,-0.467711762,1.36E+04,1,42,9.184609962
