TimeToEvent,BSFC,BSNO,BSPM,Corrected Exhaust,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
-40.50,8265.2,538.180,0.929,251.93,1,700,1,0,0,0,90.861,85.809,87.477,78.26,79.524,68.525,97.881,24.544,28.556,25.375,1.038,4.82E-01,0.613044671,0.3485,1.013261025,330.9731581,204.0725792,171.1758633,8.818355437,-88.7229525,318.7783361,-76.91654934,3.428513043,700.2435562,0.687107663,3.7,697.4738569,0.757186278,0.282755224,13050.37857,1,42,9.205047344
-40.40,3319.6,220.326,0.256,171.89,2,700,1,0,0,0,90.861,85.809,87.477,78.26,79.524,68.525,97.881,24.544,28.556,25.375,1.038,7.81E-01,0.746136368,0.5985,0.997179058,260.997585,204.7362701,224.8915775,9.011751972,-88.91352499,318.5147954,-76.76689485,4.328513043,700.5141129,1.50360684,3.8,699.1603102,0.665754699,-0.345421258,13081.05817,1,42,9.236810482
-40.30,4994.3,335.617,0.567,180.54,3,700,1,0,0,0,90.861,85.809,87.477,78.26,79.524,68.525,97.881,24.544,28.556,25.375,1.037,1.34E+00,0.720145779,0.8485,1.005520162,268.5636161,202.4041135,216.328525,8.997274173,-86.21506691,318.6507502,-74.20240502,5.228513043,700.6328655,0.997167638,3.9,700.8327237,0.664363573,-0.002499606,13379.60266,1,42,9.211167398
-40.20,6634.6,648.650,1.471,226.40,4,700,1,0,0,0,90.861,85.809,87.477,78.26,79.524,68.525,97.881,24.544,28.556,25.375,1.037,1.52E+00,0.74366272,1.0985,1.004056934,308.658725,202.4155112,233.5763145,8.983763878,-87.02506145,318.6881074,-75.41790646,6.128513043,700.3768298,0.698928517,4,703.0059277,0.618379346,0.008327968,13043.2457,1,42,9.227081155
-40.10,4728.8,407.518,1.885,249.07,5,700,1,0,0,0,90.373,85.689,87.215,78.376,79.539,68.276,97.793,24.558,28.553,25.38,1.037,1.57E+00,0.734084942,1.3485,1.000924272,328.4781197,201.0522978,199.4277015,8.928710723,-85.56231377,318.6746073,-74.08634998,7.028513043,700.9270223,1.044178932,4.1,701.3052621,0.658981834,0.113828444,13044.72446,1,42,9.208118243
-40.00,5522.3,379.499,0.984,193.06,6,700,1,0,0,0,90.373,85.689,87.215,78.376,79.539,68.276,97.793,24.558,28.553,25.38,1.037,1.73E+00,0.657541355,1.5985,0.99681836,279.5056439,201.9299273,217.1267046,9.116193504,-86.40648546,318.4497867,-74.79562941,7.928513043,700.4221363,0.946798274,4.2,698.9528388,0.697294906,0.154083758,13026.97082,1,42,9.195214019
-39.90,12475.9,783.597,3.793,163.52,7,700,2,0,0,0,90.373,85.689,87.215,78.376,79.539,68.276,97.793,24.558,28.553,25.38,1.037,1.90E+00,0.730528823,1.8485,1.001797112,253.684018,199.1100784,238.6832069,9.016844442,-85.90103846,318.9147434,-75.8782501,8.828513043,700.0776502,0.427114803,4.3,699.2220943,0.710296544,-0.11792518,12989.13692,1,42,9.20163292
-39.80,3054.4,178.073,1.488,221.10,8,700,2,0,0,0,90.373,85.689,87.215,78.376,79.539,68.276,97.793,24.558,28.553,25.38,1.008,1.40E+00,0.75721345,2.0985,0.997533986,304.0187938,199.4716374,177.3346918,9.029891222,-84.84473847,318.7821183,-74.01817488,9.728513043,700.0118532,1.888552197,4.4,700.4642928,0.768843448,0.002780279,12968.08245,1,42,9.215777027
-39.70,5937.1,534.525,3.095,216.70,9,700,2,0,0,0,90.373,85.689,87.215,78.376,79.539,68.276,97.793,24.558,28.553,25.38,1.008,7.46E-01,0.725431903,2.3485,1.01038754,300.1723336,199.1254449,256.0309585,9.418862037,-86.03629381,318.6341836,-76.0782913,10.62851304,699.9432127,0.89036423,4.5,698.8903366,0.704492948,0.023278442,12947.90911,1,42,9.236147641
-39.60,13718.4,988.557,2.909,188.92,10,700,2,0,0,0,90.373,85.689,87.215,78.376,79.539,68.276,97.793,24.558,28.553,25.38,1.008,5.49E-01,0.738798199,2.5985,1.00169751,275.8873286,198.105708,231.2696811,9.371947724,-83.23719323,318.6239264,-72.46301863,11.52851304,700.4787755,0.378808654,4.6,699.6175067,0.693096345,0.253023222,12894.90533,1,42,9.202273898
-39.50,9065.5,766.787,1.352,191.92,11,700,1,0,0,0,90.373,85.689,87.215,78.376,79.539,68.276,97.793,24.558,28.553,25.38,1.008,3.23E-01,0.725583196,2.8485,0.998181749,278.5076731,197.5854041,242.1173924,9.235823288,-83.03617054,318.6259397,-72.48950338,12.42851304,700.5275847,0.519354432,4.7,703.2025015,0.627995485,-0.002786328,12895.82946,1,42,9.218982743
-39.40,16280.6,1138.293,3.992,200.33,12,700,1,0,0,0,90.373,85.689,87.215,78.376,79.539,68.276,97.793,24.558,28.553,25.38,1.008,2.05E-01,0.747972511,3.0985,1.003348779,285.8638744,197.5403153,203.8603443,9.24636677,-83.110195,318.833211,-72.62964923,13.32851304,700.8158851,0.307367541,4.8,700.2660813,0.667740451,0.045807218,13024.6977,1,42,9.190515721
-39.30,4654.7,374.992,0.842,242.07,13,701,1,0,0,0,90.373,85.689,87.215,78.376,79.539,68.276,97.793,24.558,28.553,25.38,1.023,4.60E-01,0.646982349,3.3485,0.998436116,322.3513281,197.710553,203.8585128,9.301028271,-82.2416923,318.9850424,-71.22413076,14.22851304,700.314121,1.128295481,4.9,699.7562157,0.700301258,0.341165881,12826.73472,1,42,9.19349767
-39.20,5047.8,333.160,0.654,159.07,14,701,1,0,0,0,90.373,85.689,87.215,78.376,79.539,68.276,97.793,24.558,28.553,25.38,1.023,7.60E-01,0.657259011,3.5985,1.000893255,249.789487,196.5961918,254.0406935,9.109788173,-82.75089287,319.0507987,-72.68714091,15.12851304,700.8576538,1.038911846,5,700.4421023,0.699813868,-0.111794771,12807.80577,1,42,9.224374301
-39.10,5322.3,320.644,0.709,188.32,15,700,1,0,0,0,90.33,85.793,87.202,78.316,79.376,68.254,97.625,24.551,28.527,25.38,1.023,5.51E-01,0.658022866,3.8485,1.002882091,275.3598768,195.9483456,182.1299625,8.86753866,-79.39916228,319.1819011,-68.12502671,16.02851304,700.6790719,0.916531139,5.1,701.7426298,0.650787186,0.037006584,12886.88314,1,42,9.204073678
-39.00,23263.2,2195.733,2.782,238.27,16,700,1,0,0,0,90.33,85.793,87.202,78.316,79.376,68.254,97.625,24.551,28.527,25.38,1.023,6.44E-01,0.675119647,4.0985,0.997648132,319.0312346,197.2300638,238.8393362,9.143260118,-82.47772024,319.0350463,-71.87454101,16.92851304,700.6947362,0.222093579,5.2,700.1232958,0.689301111,0.33866567,12728.04193,1,42,9.20463391
-38.90,6613.4,534.444,1.402,238.01,17,700,1,0,0,0,90.33,85.793,87.202,78.316,79.376,68.254,97.625,24.551,28.527,25.38,1.023,7.48E-01,0.66829043,4.3485,1.005571812,318.8027471,195.2106057,205.268013,9.101911173,-81.03543448,318.7956653,-70.97465554,17.82851304,700.7163096,0.783319076,5.3,699.7363428,0.691163337,0.3396488,12718.71797,1,42,9.177473611
-38.80,6487.0,469.540,0.682,179.05,18,700,1,0,0,0,90.33,85.793,87.202,78.316,79.376,68.254,97.625,24.551,28.527,25.38,1.054,5.12E-01,0.718461195,4.5985,0.995111403,267.2625625,194.0514462,250.3820841,8.784652971,-78.74581128,318.5581513,-68.29311625,18.72851304,700.2419272,0.818605252,5.4,694.7029528,0.708012794,0.315161037,12912.06033,1,42,9.1834266
-38.70,10216.2,593.813,2.291,170.54,19,700,2,0,0,0,90.33,85.793,87.202,78.316,79.376,68.254,97.625,24.551,28.527,25.38,1.054,3.81E-01,0.704820451,4.8485,1.00306972,259.8224539,195.6176958,204.4184114,8.400056342,-77.76767418,318.6688931,-65.98868044,19.62851304,700.4104799,0.503210315,5.5,699.8912803,0.685591589,-0.032123596,12628.12335,1,42,9.188659492
-38.60,3785.0,217.615,0.832,219.59,20,700,2,0,0,0,90.33,85.793,87.202,78.316,79.376,68.254,97.625,24.551,28.527,25.38,1.054,5.14E-01,0.768786661,5.0985,1.001972878,302.7042834,194.7197321,160.6423191,8.133678538,-78.85149989,318.7251229,-68.05273401,20.52851304,700.520913,1.389390325,5.6,701.8403809,0.70142598,0.229084071,12800.68268,1,42,9.195558065
-38.50,4907.1,429.033,0.518,210.49,21,700,2,0,0,0,90.33,85.793,87.202,78.316,79.376,68.254,97.625,24.551,28.527,25.38,1.054,4.34E-01,0.771422047,5.3485,1.008363954,294.7473379,192.4626,238.6719385,8.009848137,-78.17807484,318.5760642,-68.40652722,21.42851304,700.4703471,1.003697521,5.7,701.2968226,0.656894731,0.177407793,12695.16904,1,42,9.221463538
-38.40,10604.4,778.896,0.749,191.31,22,700,2,0,0,0,90.33,85.793,87.202,78.316,79.376,68.254,97.625,24.551,28.527,25.38,1.054,3.13E-01,0.746950308,5.5985,0.998501742,277.9791757,193.6699745,220.9102502,7.675928387,-73.36285923,318.7362091,-60.97965118,22.32851304,700.8264248,0.464828745,5.8,701.4742805,0.657758048,0.07412811,12526.11074,1,42,9.188699269
-38.30,4347.7,395.203,0.255,209.37,23,701,1,0,0,0,90.33,85.793,87.202,78.316,79.376,68.254,97.625,24.551,28.527,25.38,1.037,2.50E-01,0.77016434,5.8485,1.004003111,293.7700515,191.8237253,258.5176895,7.592322428,-74.88712383,318.6073242,-64.04079041,23.22851304,700.7396134,1.173494811,5.9,700.3368136,0.680728334,0.320286718,12496.71833,1,42,9.188424057
-38.20,5689.2,449.657,0.931,219.57,24,701,1,0,0,0,90.33,85.793,87.202,78.316,79.376,68.254,97.625,24.551,28.527,25.38,1.037,2.81E-01,0.774990465,6.0985,1.009027245,302.6869498,190.6608974,216.1561062,7.498404291,-74.02507557,318.6309642,-63.46684443,24.12851304,700.86944,0.904242187,6,698.6876906,0.686514341,0.179533775,12666.60437,1,42,9.153111092
