TimeToEvent,BSFC,BSNO,BSPM,Corrected Exhaust,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
-40.70,5371.7,326.304,1.255,191.00,1,700,1,0,0,0,89.431,85.34,86.206,77.753,78.573,67.198,94.554,24.48,28.22,24.992,1.011,9.25E-01,0.477226731,0.337,1.010351265,277.7098566,201.0484621,187.2026594,10.43293471,-79.61742874,317.3995637,-65.56596494,3.387113043,700.6368591,0.93899567,2.3,699.9046161,0.672886319,-0.058473515,13078.98252,1,42,9.221550787
-40.60,13380.6,1470.400,3.864,254.98,2,700,1,0,0,0,89.431,85.34,86.206,77.753,78.573,67.198,94.554,24.48,28.22,24.992,1.011,1.28E+00,0.461806758,0.587,0.996246212,333.6394704,202.2270893,251.7149887,10.6731793,-82.061268,317.3755734,-68.29002382,4.287113043,700.4646784,0.374174552,2.4,700.3632616,0.667745181,0.119707328,13353.2007,1,42,9.240207677
-40.50,7774.4,765.849,2.680,262.46,3,700,1,0,0,0,89.431,85.34,86.206,77.753,78.573,67.198,94.554,24.48,28.22,24.992,1.063,1.71E+00,0.469773117,0.837,1.008154367,340.1787765,202.5710403,215.078621,10.66550275,-80.10479242,317.7091262,-65.40968945,5.187113043,700.2839911,0.632017167,2.5,701.0841598,0.655154117,-0.252128406,13112.57641,1,42,9.22383118
-40.40,8218.0,627.900,1.763,199.67,4,700,1,0,0,0,89.431,85.34,86.206,77.753,78.573,67.198,94.554,24.48,28.22,24.992,1.063,1.74E+00,0.484181579,1.087,0.997876466,285.2875824,201.057823,231.1188011,10.64909607,-80.503809,317.5734846,-66.77820698,6.087113043,700.4628275,0.629956698,2.6,700.213681,0.690457862,0.066443224,12994.08271,1,42,9.203907139
-40.30,11438.2,696.009,4.990,175.67,5,700,0,0,0,0,89.431,85.34,86.206,77.753,78.573,67.198,94.554,24.48,28.22,24.992,1.063,1.30E+00,0.511205178,1.337,0.999495854,264.301286,198.2513696,211.4742998,10.57629456,-77.53404613,317.7342409,-64.22777103,6.987113043,700.8530368,0.457202881,2.7,698.7809756,0.697860419,-0.185538955,13259.91501,1,42,9.217627961
-40.20,5066.2,290.151,3.866,236.42,6,700,0,0,0,0,89.431,85.34,86.206,77.753,78.573,67.198,94.554,24.48,28.22,24.992,1.063,6.29E-01,0.546761503,1.587,1.006825689,317.4146041,199.5780414,159.4170057,10.66582001,-77.21290771,317.6321465,-63.10041544,7.887113043,700.7010455,1.113091621,2.8,695.7909414,0.752356013,0.143523442,13123.05927,1,42,9.198178068
-40.10,3987.6,338.417,3.496,228.17,7,700,2,0,0,0,89.431,85.34,86.206,77.753,78.573,67.198,94.554,24.48,28.22,24.992,1.063,4.42E-01,0.485209219,1.837,1.000057357,310.2041565,196.1034529,220.204205,10.86307974,-78.76461573,317.5235411,-67.12578514,8.787113043,700.2666966,1.27302207,2.9,699.6202189,0.67683939,-0.158659756,12961.19199,1,42,9.254830932
-40.00,13391.2,1039.658,4.313,210.19,8,700,2,0,0,0,89.431,85.34,86.206,77.753,78.573,67.198,94.554,24.48,28.22,24.992,1.064,3.68E-01,0.489297386,2.087,0.998873432,294.4794712,196.4799154,203.5734805,10.65698287,-74.42116733,317.9782508,-60.97159649,9.687113043,700.393041,0.352807622,3,702.17619,0.630047946,-0.180750505,13207.55441,1,42,9.206256712
-39.90,7019.4,737.517,1.353,223.68,9,700,1,0,0,0,88.856,84.616,86.131,77.764,78.466,67.026,94.391,24.475,28.184,24.981,1.064,5.62E-01,0.475752407,2.337,1.008947833,306.2744808,196.9657192,270.888267,10.38972235,-75.36651891,317.6762387,-61.97945279,10.58711304,700.3077224,0.704384831,3.1,701.3804054,0.659284986,0.137061634,12922.4861,1,42,9.212724222
-39.80,5701.4,484.980,1.671,233.25,10,700,1,0,0,0,88.856,84.616,86.131,77.764,78.466,67.026,94.391,24.475,28.184,24.981,1.064,9.39E-01,0.494129043,2.587,1.004972229,314.6403468,195.3457264,210.5829723,10.31794671,-74.9894887,317.5739348,-62.30627522,11.48711304,700.7869922,0.867751103,3.2,702.4187169,0.660147096,0.09298843,12960.78825,1,42,9.220949794
-39.70,26253.6,2196.187,5.520,252.24,11,700,1,0,0,0,88.856,84.616,86.131,77.764,78.466,67.026,94.391,24.475,28.184,24.981,1.064,1.24E+00,0.515337305,2.837,1.008829959,331.2502429,194.9172218,198.0752604,10.21277806,-75.89845477,317.4477307,-63.77015715,12.38711304,700.3534546,0.195051265,3.3,699.6285268,0.682858017,0.126620941,13079.46843,1,42,9.184319662
-39.60,4522.2,285.959,0.629,168.23,12,700,1,0,0,0,88.856,84.616,86.131,77.764,78.466,67.026,94.391,24.475,28.184,24.981,1.064,1.04E+00,0.530761567,3.087,1.002475805,257.8005562,196.9792988,228.2576225,10.1392294,-74.68658653,317.4526995,-61.0719847,13.28711304,700.2934934,1.151172278,3.4,699.1056056,0.694138844,-0.082004154,12968.80326,1,42,9.212049876
-39.50,9405.2,533.072,1.498,193.08,13,700,2,0,0,0,88.856,84.616,86.131,77.764,78.466,67.026,94.391,24.475,28.184,24.981,1.027,8.26E-01,0.535035685,3.337,0.991153486,279.5261727,195.7289599,181.9387474,9.989231026,-72.72006141,317.4360546,-59.11772424,14.18711304,700.1506867,0.565086634,3.5,698.2426917,0.708517158,0.216237852,12808.1939,1,42,9.187090332
-39.40,6529.5,567.918,1.136,245.25,14,700,2,0,0,0,88.856,84.616,86.131,77.764,78.466,67.026,94.391,24.475,28.184,24.981,1.027,6.13E-01,0.570369767,3.587,1.000727272,325.13291,195.3462538,216.4515112,10.05555123,-75.59859476,317.2980708,-63.13158468,15.08711304,700.5373825,0.801172875,3.6,698.7264028,0.69776914,0.243366263,13031.68839,1,42,9.22910705
-39.30,2595.1,264.514,0.473,257.89,15,700,1,0,0,0,88.856,84.616,86.131,77.764,78.466,67.026,94.391,24.475,28.184,24.981,1.027,5.00E-01,0.559827023,3.837,0.998523531,336.1863701,194.8581403,213.5596487,9.875848553,-72.94403941,317.4312692,-59.83232362,15.98711304,700.707247,1.784256865,3.7,700.5234139,0.617772246,0.00364244,12843.04302,1,42,9.20579435
-39.20,4266.8,331.797,0.209,183.53,16,700,1,0,0,0,88.856,84.616,86.131,77.764,78.466,67.026,94.391,24.475,28.184,24.981,1.027,4.26E-01,0.574126948,4.087,0.996380584,271.1747786,195.8171058,243.1006105,9.771887106,-71.83725808,317.0023722,-57.94268937,16.88711304,700.5231278,1.152418756,3.8,703.4171332,0.65586582,0.180782792,12755.32223,1,42,9.190908333
-39.10,7121.8,478.822,1.178,193.25,17,700,1,0,0,0,88.856,84.616,86.131,77.764,78.466,67.026,94.391,24.475,28.184,24.981,1.027,4.93E-01,0.565882721,4.337,1.000325836,279.6733417,193.8894377,200.7218232,9.515553211,-70.5143204,317.1724343,-57.15441001,17.78711304,700.6256502,0.694194325,3.9,700.5135296,0.659526057,0.032777476,12863.65758,1,42,9.206395871
-39.00,4846.7,367.152,1.513,249.00,18,700,1,0,0,0,88.856,84.616,86.131,77.764,78.466,67.026,94.391,24.475,28.184,24.981,1.036,5.79E-01,0.583040338,4.587,1.005441857,328.4107492,192.7927224,182.9062229,9.344122969,-69.43794422,317.2497347,-56.2912481,18.68711304,700.0480328,1.063970618,4,699.106923,0.687347258,0.263787296,12657.44398,1,42,9.183435165
-38.90,3082.1,260.115,1.122,209.25,19,700,1,0,0,0,89.14,84.675,85.994,77.7,78.532,66.992,94.332,24.468,28.195,24.995,1.036,4.44E-01,0.573809038,4.837,1.004896445,293.6617862,192.3934932,240.3195641,9.434175952,-69.40129505,316.9399284,-56.42739629,19.58711304,700.7389807,1.656449962,4.1,699.4666458,0.681163358,0.037454232,12613.34342,1,42,9.211954148
