TimeToEvent,BSFC,BSNO,BSPM,Corrected Exhaust,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
-40.30,-41187.1,-2705.301,-8.000,298.48,1,811,0,0,0,0,89.706,85.034,85.385,77.872,79.34,68.628,90.83,24.255,28.031,23.636,1.221,1.75E-01,0.47268849,0.53675,1.008030679,371.6694543,235.5729713,188.3795643,-0.004248839,-57.56241124,317.4082856,-32.33651488,4.106213043,811.6491943,-0.167625598,14.4,809.332689,0.795639888,-0.299769304,15361.80991,1,42,9.215976651
-40.20,-35572.7,-1926.694,-5.896,293.10,2,811,0,0,0,0,89.706,85.034,85.385,77.872,79.34,68.628,90.83,24.255,28.031,23.636,1.221,1.78E-01,0.474933138,0.78675,1.00524627,366.9734999,237.3885934,145.0693653,-0.004390606,-56.74070354,317.3451969,-31.40955788,5.006213043,811.1936627,-0.191799049,14.5,812.5343856,0.785839794,-0.523533635,15564.00037,1,42,9.214654145
-40.10,769291.5,37384.044,122.041,287.09,3,811,0,0,0,0,89.706,85.034,85.385,77.872,79.34,68.628,90.83,24.255,28.031,23.636,1.221,7.21E-01,0.477875377,1.03675,1.008867847,361.7170838,234.2476395,123.2514146,-0.004855389,-65.65654192,317.5568797,-38.94425203,5.906213043,809.4735221,0.008545782,14.6,813.2758893,0.755599971,-0.2317461,15321.45009,1,42,9.235815392
-40.00,-91721.5,-2327.454,-20.957,277.42,4,808,0,0,0,0,89.706,85.034,85.385,77.872,79.34,68.628,90.83,24.255,28.031,23.636,1.221,6.98E-01,0.487077769,1.28675,1.004188562,353.2606317,232.4911826,67.52166986,-0.003600948,-69.77265037,317.4923752,-42.87935087,6.806213043,805.0721908,-0.076259009,14.7,810.664838,0.799546193,-0.383114144,15357.56096,1,42,9.228300446
-39.90,-142064.7,-756.933,-51.123,293.40,5,808,0,0,0,0,89.706,85.034,85.385,77.872,79.34,68.628,90.83,24.255,28.031,23.636,1.218,6.21E-01,0.467361613,1.53675,1.009006592,367.2287129,229.4484025,14.68665609,-0.004943589,-68.77445438,317.4384228,-42.80373713,7.706213043,798.4244197,-0.047043321,14.8,812.0133472,0.757642794,-0.470469074,15659.19443,1,42,9.228524091
-39.80,-34780.9,-50.329,-22.565,297.92,6,808,0,0,0,0,89.706,85.034,85.385,77.872,79.34,68.628,90.83,24.255,28.031,23.636,1.218,5.01E-01,0.472379226,1.78675,1.003703789,371.1811846,222.18966,3.38882959,-0.003948604,-69.32120615,317.2814871,-45.34696624,8.606213043,790.5741427,-0.13205689,14.9,809.8115245,0.515573322,-0.363514866,15416.40366,1,42,9.228805105
-39.70,2953.5,9.304,9.510,300.48,7,788,0,0,0,0,89.296,84.947,85.03,77.629,79.264,68.739,90.782,24.263,28.016,23.638,1.218,3.57E-01,0.481553014,2.03675,1.001022911,373.418785,219.3681371,2.072078651,-0.004320003,-66.6376724,317.4721861,-43.63089744,9.506213043,782.1984679,0.352868582,15,804.657347,0.115747823,-0.376279877,15288.11629,1,42,9.22793176
-39.60,-7407.9,44.519,28.543,274.86,8,788,0,0,0,0,89.296,84.947,85.03,77.629,79.264,68.739,90.782,24.263,28.016,23.638,1.218,5.25E-01,0.487465637,2.28675,0.993647926,351.0235131,216.2418295,3.626464903,-0.004673562,-64.65724414,317.2894538,-42.65423427,10.40621304,773.0089903,0.112887321,15.1,799.5344061,-0.091784825,-0.193438812,15206.88936,1,42,9.20582572
-39.50,-16571.5,164.377,67.401,220.15,9,788,0,0,0,0,89.296,84.947,85.03,77.629,79.264,68.739,90.782,24.263,28.016,23.638,1.218,1.10E+00,0.4716612,2.53675,1.005188408,303.1919058,214.5802648,4.16158388,-0.004471632,-61.50484616,317.4215354,-40.1794401,11.30621304,763.5895235,0.051094601,15.2,790.9775935,-0.091800003,-0.016836047,15058.2613,1,42,9.214671392
-39.40,1338.9,-19.603,-1.952,175.97,10,760,0,0,0,0,89.296,84.947,85.03,77.629,79.264,68.739,90.782,24.263,28.016,23.638,0.991,1.51E+00,0.476304082,2.78675,1.010248777,264.5644732,211.9792506,4.92966069,-0.004870287,-45.8172157,317.1319309,-27.57381716,12.20621304,754.3033098,-0.640186939,15.3,780.9666694,-0.0918,-0.1968884,14926.5909,1,42,9.205204354
