TimeToEvent,BSFC,BSNO,BSPM,Corrected Exhaust,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
-40.30,-88258.2,-2067.439,-11.497,289.85,1,1186,0,0,0,1,94.315,96.141,90.901,86.186,85.649,96.855,90.114,24.311,29.557,23.896,2.089,1.47E-01,0.681576809,0.41525,1.018671879,364.1285412,350.3353886,190.1634026,-0.003993627,-18.37216062,307.0195055,-5.534396304,3.668813043,1185.907474,-0.162338241,4.5,1186.082722,2.412532059,-0.921908989,24075.25074,1,59.42962897,10.54866033
-40.20,53746.3,1103.827,3.461,295.38,2,1186,0,0,0,0,94.315,96.141,90.901,86.186,85.649,96.855,90.114,24.311,29.557,23.896,2.231,1.26E-01,0.666387044,0.66525,1.020360051,368.966021,349.629416,176.6555321,-0.003926149,-17.1573002,306.9611598,-5.16052306,4.568813043,1185.98014,0.265251341,4.6,1186.96161,2.400655106,-0.978277969,23948.51925,1,59.43105612,10.55594627
-40.10,-805758.6,-21971.714,-38.409,289.21,3,1186,0,0,0,0,94.315,96.141,90.901,86.186,85.649,96.855,90.114,24.311,29.557,23.896,2.231,1.40E-01,0.612762597,0.91525,1.005174209,363.5644427,349.2968016,196.9219041,-0.003856492,-18.14191761,307.0126586,-5.478378392,5.468813043,1185.903974,-0.017461651,4.7,1186.138352,2.369115718,-1.199706783,24112.15808,1,59.42693905,10.58996402
-40.00,172658.9,3982.616,13.350,297.18,4,1186,0,0,0,0,94.315,96.141,90.901,86.186,85.649,96.855,90.114,24.311,29.557,23.896,2.231,2.85E-01,0.616135848,1.16525,1.015709487,370.5394527,346.0343119,160.9185147,-0.004106987,-18.1581237,306.9033205,-5.53810382,6.368813043,1184.959704,0.085903938,4.8,1185.232158,2.495468061,-1.136226533,24037.34657,1,59.42329399,10.55555091
-39.90,572530.6,6716.898,50.674,279.10,5,1185,0,0,0,0,94.315,96.141,90.901,86.186,85.649,96.855,90.114,24.311,29.557,23.896,2.231,5.18E-01,0.601291645,1.41525,1.011443777,354.7272883,339.8718835,75.91527003,-0.004386616,-21.345551,306.9656983,-6.7013458,7.268813043,1182.07495,0.023065575,4.9,1185.629496,2.216432626,-1.07011905,23990.84016,1,59.42154103,10.57830519
-39.80,31768.6,92.819,7.922,328.06,6,1185,0,0,0,0,94.315,96.141,90.901,86.186,85.649,96.855,90.114,24.311,29.557,23.896,2.02,3.32E-01,0.603781395,1.66525,1.011672144,397.5331803,335.1279053,11.78979095,-0.003787313,-19.76452818,306.7476176,-6.267223657,8.168813043,1174.653563,0.213661899,5,1185.716635,1.132090646,-1.019029593,23711.82635,1,59.42634641,10.55250583
-39.70,2152.6,-9.918,-4.290,357.71,7,1176,0,0,0,0,94.315,96.141,90.901,86.186,85.649,96.855,90.114,24.311,29.557,23.896,2.02,5.41E-01,0.682440765,1.91525,1.018816324,423.4529307,328.7071982,2.773730966,-0.004042436,-19.90137809,306.9412009,-6.444625325,9.068813043,1166.475921,-0.374268518,5.1,1182.286949,-0.133434584,-1.032625021,23856.50258,1,59.40700655,10.55054771
-39.60,1292.8,-15.137,-3.499,342.53,8,1176,0,0,0,0,94.315,96.141,90.901,86.186,85.649,96.855,90.114,24.311,29.557,23.896,2.02,1.19E+00,0.674669825,2.16525,1.009122381,410.1831461,323.8247167,3.576698189,-0.004863785,-19.38963206,306.982634,-6.369053054,9.968813043,1155.981282,-0.432629631,5.2,1175.701291,-0.091797362,-1.11757597,23592.41252,1,59.37222614,10.54843587
-39.50,-2409.0,51.538,5.015,280.55,9,1156,0,0,0,0,94.542,96.016,90.802,86.074,85.633,96.734,90.174,24.321,29.54,23.901,2.02,1.14E+00,0.677816436,2.41525,1.008926797,355.9993843,322.8664221,5.142313513,-0.004362217,-20.94348112,306.8428519,-6.936697506,10.86881304,1144.891518,0.234419125,5.3,1163.179385,-0.091799999,-0.739063099,23338.24547,1,59.31182969,10.44197873
-39.40,9774.5,-152.189,-13.998,221.64,10,1156,0,0,0,0,94.542,96.016,90.802,86.074,85.633,96.734,90.174,24.321,29.54,23.901,2.02,8.00E-01,0.675774538,2.66525,1.018345676,304.4925929,315.1812573,5.46040997,-0.004022634,-18.68918325,307.0001229,-6.303434353,11.76881304,1133.412848,-0.058359563,5.4,1150.469728,-0.0918,-0.688677092,23079.08848,1,59.24616258,10.38718508
