TimeToEvent,BSFC (g/kW-hr),BSNO (g/kW-hr),BSPM (g/kW-hr),Corrected Exhaust,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
-39.40,5851.2,390.742,1.676,246.00,15,701,1,0,0,0,91.517,87.546,87.16,78.922,80.394,69.661,104.546,24.333,30.407,24.413,0.999,4.06E-01,0.577041654,3.83575,0.996465873,325.7944359,189.745774,207.1245037,-0.004623558,-67.69121161,320.5091531,-55.45979623,15.98261304,700.7263529,1.208873587,7.2,699.8036453,0.703750894,-0.252449688,3.90183E-59,1,42,9.234917525
-39.30,6838.6,547.343,1.413,176.10,16,701,1,0,0,0,91.517,87.546,87.16,78.922,80.394,69.661,104.546,24.333,30.407,24.413,0.999,4.82E-01,0.574868027,4.08575,0.990717301,264.6762021,188.912364,223.725809,-0.004293817,-66.98829591,320.4921995,-54.94263515,16.88261304,700.4827767,0.900442489,7.3,704.3912251,0.612443271,-0.273094246,8.15243E-56,1,42,9.216080053
-39.20,10211.9,774.472,2.481,176.34,17,700,2,0,0,0,91.517,87.546,87.16,78.922,80.394,69.661,104.546,24.333,30.407,24.413,1.012,5.77E-01,0.599701402,4.33575,1.000335852,264.8919014,187.944749,207.927421,-0.004670986,-67.58277632,320.503331,-56.14960841,17.78261304,700.0527447,0.574101388,7.4,705.7440562,0.582738267,-0.022964977,-2.07525E-51,1,42,9.214016985
-39.10,4266.6,233.455,0.916,226.90,18,700,1,0,0,0,91.517,87.546,87.16,78.922,80.394,69.661,104.546,24.333,30.407,24.413,1.012,3.50E-01,0.617817705,4.58575,0.995899079,309.0923634,188.5389943,178.7266155,-0.004433433,-62.36787848,320.568884,-49.43118562,18.68261304,700.1579042,1.546235282,7.5,697.5332759,0.655835758,-0.180385099,1.07653E-47,1,42,9.20419653
-39.00,8726.3,646.739,1.403,219.10,19,700,1,0,0,0,91.517,87.546,87.16,78.922,80.394,69.661,104.546,24.333,30.407,24.413,1.012,2.54E-01,0.636780793,4.83575,0.994757357,302.2735424,189.0874286,261.2712021,-0.00456835,-65.55252816,320.4297511,-53.06397456,19.58261304,699.9970182,0.836561111,7.6,698.3064078,0.725551235,-0.171348663,2.21497E-44,1,42,9.241312364
-38.90,11773.1,721.468,4.215,212.55,20,700,1,0,0,0,91.3,87.878,87.452,79.249,80.78,69.474,104.455,24.332,30.382,24.434,1.012,2.35E-01,0.638671174,5.08575,0.999829435,296.5460108,187.7247724,206.2011724,-0.003872803,-41.27133119,320.2811307,-28.18051311,20.48261304,701.0087381,0.700709501,7.7,696.5727714,0.821103172,-0.32270117,-5.70363E-40,1,42,9.214104096
-38.80,6173.9,394.969,4.285,200.79,21,700,1,0,0,0,91.3,87.878,87.452,79.249,80.78,69.474,104.455,24.332,30.382,24.434,1.012,4.24E-01,0.672011411,5.33575,1.000918045,286.2610842,187.4002881,264.0299031,-0.004814793,-47.61938115,319.9760983,-34.0671571,21.38261304,700.404822,1.175774861,7.8,698.5794218,0.72190037,-0.068716695,2.97013E-36,1,42,9.193844155
-38.70,-2489.6,-134.636,-2.551,205.82,22,701,1,0,0,0,91.3,87.878,87.452,79.249,80.78,69.474,104.455,24.332,30.382,24.434,1.039,4.50E-01,0.639356317,5.58575,0.996871259,290.6587528,184.909374,181.710102,-0.005436073,-45.90159358,320.2637457,-33.02088087,22.28261304,701.6601627,-2.564435837,7.9,703.2407923,0.636057636,0.023267302,6.0169E-33,1,42,9.205745724
-38.60,13178.8,1118.039,18.174,244.02,23,700,2,0,0,0,91.3,87.878,87.452,79.249,80.78,69.474,104.455,24.332,30.382,24.434,1.039,2.47E-01,0.675937354,5.83575,0.995114272,324.0642528,186.0092034,206.74096,-0.00458336,-39.2753504,320.2456123,-26.76638662,23.18261304,700.4367078,0.441196915,8,700.0204444,0.578260868,-0.06189357,-1.56757E-28,1,42,9.201542863
-38.50,15822.2,1333.255,19.229,174.92,24,701,1,0,0,0,91.3,87.878,87.452,79.249,80.78,69.474,104.455,24.332,30.382,24.434,1.039,3.14E-01,0.662547597,6.08575,1.004979518,263.6441282,186.5788111,231.1310541,-0.005035664,-40.82108928,320.4112543,-28.00612466,24.08261304,700.7439727,0.403543649,8.1,698.1005489,0.635278004,-0.150075693,8.19438E-25,1,42,9.206623187
-38.40,3673.4,207.876,2.364,189.30,25,701,1,0,0,0,91.3,87.878,87.452,79.249,80.78,69.474,104.455,24.332,30.382,24.434,1.039,3.09E-01,0.664843657,6.33575,0.994782075,276.218712,185.9363594,196.8202166,-0.004907746,-35.03663799,319.8646163,-23.21849084,24.98261304,700.6282804,1.938364863,8.2,699.1025156,0.708336377,-0.062587946,1.63418E-21,1,42,9.195367672
-38.30,-1577.6,-73.729,-0.491,237.29,26,701,-3,0,0,0,91.3,87.878,87.452,79.249,80.78,69.474,104.455,24.332,30.382,24.434,1.039,2.27E-01,0.671883311,6.58575,1.014169232,318.1756557,185.8505426,204.9099182,-0.005433545,-36.08595611,319.8197752,-24.09511951,25.88261304,701.7224933,-4.530867673,8.3,699.3098319,0.712178085,0.033540114,-4.30822E-17,1,42,9.196897839
-38.20,-1507.8,-112.512,-0.761,231.61,27,704,-5,-1,0,0,91.3,87.878,87.452,79.249,80.78,69.474,104.455,24.332,30.382,24.434,1.033,2.18E-01,0.670173529,6.83575,0.990461474,313.2074989,183.6908188,234.0955705,-0.005007252,-35.3779152,319.7697656,-23.85356522,26.78261304,704.4974439,-4.834259842,8.4,698.3116959,0.729138369,0.056489662,2.26073E-13,1,42,9.201083911
-38.10,-731.6,-59.282,-0.641,203.66,28,705,-6,-1,0,0,91.3,87.878,87.452,79.249,80.78,69.474,104.455,24.332,30.382,24.434,1.033,5.89E-01,0.670836211,7.08575,0.999444874,288.773896,185.1098203,163.087051,-0.005022678,-29.43192127,320.1723603,-18.90565165,27.68261304,705.3631124,-6.254737532,8.5,711.6249312,0.458288391,-0.150053867,4.43758E-10,1,42,9.205689193
-38.00,-525.5,-47.672,-0.497,162.43,29,706,-7,-1,0,0,91.3,87.878,87.452,79.249,80.78,69.474,104.455,24.332,30.382,24.434,1.033,5.52E-01,0.674144316,7.33575,0.991954554,252.7286485,183.8212758,173.7537391,-0.005274237,-31.60339612,320.2744804,-20.76194741,28.58261304,706.3017882,-7.453267656,8.6,707.8856972,0.392774339,-0.17537658,-1.18404E-05,1,42,9.213182449
-37.90,-644.3,-35.103,-0.254,232.41,30,706,-7,-1,0,0,91.159,87.286,87.318,79.426,80.603,69.418,104.316,24.324,30.362,24.446,1.033,2.60E-01,1.219650239,7.58575,1.000522783,313.9123914,185.1228963,134.6576192,-0.004995007,-30.1638093,320.4044114,-19.46566018,29.48261304,706.3625018,-6.741809134,8.7,704.9634975,0.435662712,-0.003840185,0.062369553,1,42,9.208909934
-37.80,-772.1,-48.038,-0.326,227.71,31,706,-7,-1,0,0,91.159,87.286,87.318,79.426,80.603,69.418,104.316,24.324,30.362,24.446,1.033,3.07E-01,1.891402474,7.83575,1.006843195,309.796587,185.6486222,180.4621608,-0.005821029,-29.95038237,320.1085049,-19.23617274,30.38261304,705.7283886,-7.141404436,8.8,704.1991823,0.552502935,-0.15945198,120.4789321,1,42,9.240856842
-37.70,-774.8,-58.059,-0.226,205.07,32,705,-7,-1,0,0,91.159,87.286,87.318,79.426,80.603,69.418,104.316,24.324,30.362,24.446,0.992,2.77E-01,2.60876898,8.08575,0.988696036,290.010098,182.2228064,181.4794344,-0.004219932,-22.28204304,320.1350261,-13.93143472,31.28261304,705.2635337,-7.247720613,8.9,703.0891748,0.562343789,-0.340106941,-69.37148054,1,42,9.217817434
-37.60,-772.4,-43.278,-0.152,176.26,33,704,-7,-1,0,0,91.159,87.286,87.318,79.426,80.603,69.418,104.316,24.324,30.362,24.446,0.992,2.73E-01,3.329618612,8.33575,1.000205257,264.8227477,180.7440544,183.0384099,-0.004703162,-24.55581396,320.0828901,-15.72193521,32.18261304,703.9345644,-6.793486708,9,704.3070845,0.524484641,0.001933995,0.00790395,1,42,9.203496908
-37.50,-579.8,-40.462,-0.147,190.49,34,703,-7,-1,0,0,91.159,87.286,87.318,79.426,80.603,69.418,104.316,24.324,30.362,24.446,0.992,3.46E-01,4.319591745,8.58575,1.003774165,277.2592962,178.7078115,188.0805651,-0.005513441,-28.48213873,320.19345,-18.9595681,33.08261304,703.2074457,-8.278868435,9.1,706.3775271,0.479241605,-0.151467974,3.95005E-07,1,42,9.206138302
-37.40,-572.0,-41.822,-0.201,232.19,35,702,-7,-1,0,0,91.159,87.286,87.318,79.426,80.603,69.418,104.316,24.324,30.362,24.446,0.992,4.50E-01,4.886251173,8.83575,1.006573536,313.7153923,179.8443123,137.9189128,-0.00496901,-22.43439683,320.3105278,-14.25221326,33.98261304,702.3700843,-7.56566095,9.2,702.4967343,0.431558738,-0.165108999,-2.51954E-10,1,42,9.212978399
-37.30,-796.6,-69.971,-0.179,160.54,36,702,-7,-1,0,0,91.159,87.286,87.318,79.426,80.603,69.418,104.316,24.324,30.362,24.446,0.992,4.24E-01,5.781190336,9.08575,0.999562846,251.0792633,179.3924262,198.6084053,-0.004185741,-21.54140894,320.6599372,-13.64667097,34.88261304,701.4175345,-6.546581329,9.3,701.3511173,0.519345088,-0.07807636,2.88115E-14,1,42,9.220018043
-37.20,-1041.6,-37.352,-0.285,177.83,37,700,-5,-1,0,0,91.159,87.286,87.318,79.426,80.603,69.418,104.316,24.324,30.362,24.446,0.866,9.43E-01,6.356816419,9.33575,1.005110737,266.189835,178.6865841,137.3322054,-0.005022384,-15.94597816,320.5830271,-9.798401615,35.78261304,699.7836886,-5.784405178,9.4,699.2015386,0.598659056,-0.020158825,1.41568E-18,1,42,9.172567141
-37.10,-1528.2,-91.056,-0.864,228.79,38,699,-4,-1,0,0,91.159,87.286,87.318,79.426,80.603,69.418,104.316,24.324,30.362,24.446,0.866,1.54E+00,7.097750279,9.58575,0.998887604,310.746762,174.9311669,237.1173535,-0.00431607,-20.55499138,320.5664563,-13.31487278,36.68261304,698.4592295,-4.637709459,9.5,694.1175398,0.702870913,0.244813088,-9.15079E-22,1,42,9.18437743
-37.00,-1941.5,-130.827,-1.311,229.70,39,697,-4,-1,0,0,91.159,87.286,87.318,79.426,80.603,69.418,104.316,24.324,30.362,24.446,0.866,1.22E+00,7.569505172,9.83575,0.991691233,311.5396773,173.6152009,213.1856073,-0.004694514,-17.46777804,320.2474809,-11.18672196,37.58261304,697.6334115,-3.520109347,9.6,695.5687919,0.676960016,-0.032153995,1.05022E-25,1,42,9.187174156
-36.90,-2396.5,-181.567,-0.904,156.32,40,696,-2,0,0,0,90.897,85.838,86.119,77.706,79.006,68.923,103.541,24.334,30.349,24.444,0.866,9.00E-01,7.954819487,10.08575,1.006277152,247.3844214,173.5187227,243.9411077,-0.005221323,-14.84978369,320.0951672,-9.358973336,38.48261304,696.54185,-2.636865596,9.7,699.364213,0.624975021,0.067519212,5.07264E-30,1,42,9.173144722
-36.80,-2427.4,-147.475,-0.672,176.62,41,696,-2,0,0,0,90.897,85.838,86.119,77.706,79.006,68.923,103.541,24.334,30.349,24.444,0.866,1.27E+00,8.466163771,10.33575,0.993615658,265.1329109,175.6719441,195.5618998,-0.004853514,-15.79492475,320.1238586,-9.879421577,39.38261304,695.8266403,-2.450115307,9.8,695.0153778,0.587594721,-0.151201664,-3.32346E-33,1,42,9.19896571
-36.70,-5942.1,-363.703,-1.769,213.98,42,695,-2,0,0,0,90.897,85.838,86.119,77.706,79.006,68.923,103.541,24.334,30.349,24.444,0.816,1.76E+00,8.869206806,10.58575,1.000558462,297.794625,172.8748128,195.3571824,-0.004518973,-14.67665572,320.0253211,-9.277387293,40.28261304,695.4637982,-1.141984848,9.9,690.5858228,0.670069936,0.041301226,3.82812E-37,1,42,9.183588114
-36.60,-7876.2,-536.713,-2.091,194.10,43,695,-1,0,0,0,90.897,85.838,86.119,77.706,79.006,68.923,103.541,24.334,30.349,24.444,0.816,1.45E+00,9.256266845,10.83575,0.989814648,280.4194952,174.8773875,250.9600291,-0.004384202,-13.49997446,319.9406073,-8.365467141,41.18261304,695.0848966,-1.000808875,10,692.799719,0.777950783,0.053715092,1.82E-41,1,42,9.196354736
-36.50,-10591.7,-590.285,-2.911,182.54,44,695,0,0,0,0,90.897,85.838,86.119,77.706,79.006,68.923,103.541,24.334,30.349,24.444,0.816,8.43E-01,9.709805652,11.08575,1.005690494,270.3134843,170.4137841,231.256254,-0.005124828,-7.621687557,320.1547598,-4.681853552,42.08261304,695.0527616,-0.783316567,10.1,691.3659774,0.818781494,-0.057501593,-1.21E-44,1,42,9.175502712
-36.40,-19204.7,-1079.856,-3.703,209.94,45,695,0,0,0,0,90.897,85.838,86.119,77.706,79.006,68.923,103.541,24.334,30.349,24.444,0.816,7.35E-01,9.838729861,11.33575,1.006742463,294.2661749,174.1205496,264.958533,-0.00445522,-11.372207,320.2339213,-6.987602344,42.98261304,695.1971062,-0.419886183,10.2,693.4194354,0.795966058,0.221569914,1.40E-48,1,42,9.147913705
-36.30,14492.8,969.298,2.667,211.24,46,695,1,0,0,0,90.897,85.838,86.119,77.706,79.006,68.923,103.541,24.334,30.349,24.444,0.816,8.14E-01,10.06227367,11.58575,0.989595101,295.4001083,171.7931485,248.2560459,-0.004673482,-10.59514265,320.0181675,-6.572750447,43.88261304,695.6023026,0.508275928,10.3,697.6932514,0.727542437,0.175010604,6.50861E-53,1,42,9.195932808
-36.20,6497.4,500.061,1.662,197.32,47,695,2,0,0,0,90.897,85.838,86.119,77.706,79.006,68.923,103.541,24.334,30.349,24.444,0.919,7.89E-01,10.24981394,11.83575,1.009998548,283.2309109,170.9448253,264.6242029,-0.00403799,-6.374835689,320.0194528,-3.873631945,44.78261304,695.6994671,1.09281681,10.4,695.0142549,0.701381254,-0.065640529,-4.38369E-56,1,42,9.176885627
-36.10,8015.9,482.104,3.782,168.92,48,696,2,0,0,0,90.897,85.838,86.119,77.706,79.006,68.923,103.541,24.334,30.349,24.444,0.919,8.41E-01,10.60453896,12.08575,0.997008336,258.3993438,169.9251613,226.3839341,-0.004083837,-7.692316058,320.134828,-4.741528169,45.68261304,695.9248534,0.94316859,10.5,694.2530445,0.747049659,0.045289687,5.08599E-60,1,42,9.18364323
-36.00,4831.2,217.226,2.559,196.00,49,696,2,0,0,0,90.897,85.838,86.119,77.706,79.006,68.923,103.541,24.334,30.349,24.444,0.919,6.37E-01,10.91682887,12.33575,0.992736838,282.0807159,172.2488463,200.6667116,-0.004556018,-6.864722937,319.8399698,-4.150775056,46.58261304,695.874481,1.730587779,10.6,694.097657,0.826084279,0.06958712,2.33054E-64,1,42,9.161786555
-35.90,3559.6,202.757,2.524,203.99,50,696,2,0,0,0,90.392,85.613,86.202,78.368,79.542,68.933,103.713,24.326,30.334,24.431,0.919,5.04E-01,11.20520178,12.58575,1.007293878,289.0627344,171.6191625,259.8095903,-0.004746435,-7.659436207,320.3187593,-4.671535126,47.48261304,696.391492,2.453096663,10.7,693.5608672,0.86341497,0.425801676,1.57E-64,1,42,9.166782167
-35.80,3374.9,215.088,3.691,198.47,51,696,3,0,0,0,90.392,85.613,86.202,78.368,79.542,68.933,103.713,24.326,30.334,24.431,0.919,5.57E-01,11.44112564,12.83575,1.00280771,284.2359646,167.1726575,243.9918358,-0.004077469,-1.409616142,320.3402257,-0.850380236,48.38261304,696.5536694,2.519688037,10.8,694.9815056,0.841028673,0.273622835,-8.51E-61,1,42,9.156193776
-35.70,2515.5,149.952,2.132,185.10,52,696,3,0,0,1,90.392,85.613,86.202,78.368,79.542,68.933,103.713,24.326,30.334,24.431,1.04,6.48E-01,11.80970836,13.08575,0.996640936,272.5483382,167.4926652,266.1761342,-0.004762375,-3.120926183,320.3178117,-1.898699985,49.28261304,696.6861596,3.019770276,10.9,700.1513361,0.751428803,0.188826702,-1.46E-57,1,42,9.171164149
-35.60,2490.4,140.645,1.515,189.29,53,697,4,1,0,1,90.392,85.613,86.202,78.368,79.542,68.933,103.713,24.326,30.334,24.431,1.04,8.17E-01,12.16867902,13.33575,1.007906083,276.2140611,166.9382326,223.6178084,-0.004038783,-5.562691041,320.2106805,-3.447047171,50.18261304,696.8685858,3.008302746,11,701.2926493,0.741304179,0.234032721,4.33E-53,1,42,9.200144358
-35.50,2324.0,147.098,0.941,219.68,54,697,4,1,0,1,90.392,85.613,86.202,78.368,79.542,68.933,103.713,24.326,30.334,24.431,1.04,9.09E-01,12.3406463,13.58575,0.997547761,302.7793684,168.8076403,233.6798924,-0.004636649,-1.865666027,320.3300464,-1.11755359,51.08261304,696.8600221,3.470788485,11.1,693.6939374,0.798094282,0.187486097,-2.35E-49,1,42,9.16124797
-35.40,2126.2,129.387,0.726,168.28,55,697,4,1,0,1,90.392,85.613,86.202,78.368,79.542,68.933,103.713,24.326,30.334,24.431,1.04,9.68E-01,12.45089654,13.83575,1.000914821,257.8448101,168.1722785,239.813721,-0.0044127,-0.946087064,319.9500937,-0.565752922,51.98261304,697.5680568,4.106723984,11.2,695.461147,0.864815449,-0.11346978,-3.96E-46,1,42,9.183981763
-35.30,2492.1,103.363,0.850,187.21,56,697,4,1,0,1,90.392,85.613,86.202,78.368,79.542,68.933,103.713,24.326,30.334,24.431,1.04,1.27E+00,12.69416532,14.08575,1.010614296,274.3948544,166.0207047,214.154585,-0.004127009,1.771389875,320.1961551,1.055705205,52.88261304,697.4410435,3.618349452,11.3,694.9483744,0.892939898,0.015670507,1.19E-41,1,42,9.17275075
-35.20,2916.9,187.638,1.487,216.17,57,698,4,1,0,1,90.392,85.613,86.202,78.368,79.542,68.933,103.713,24.326,30.334,24.431,1.118,1.36E+00,12.87972039,14.33575,0.99969601,299.7158427,167.7875978,290.7452014,-0.003970404,-1.695668251,320.1846091,-1.02092152,53.78261304,698.5329378,2.946739486,11.4,696.8857491,0.852507732,0.056890908,-6.48E-38,1,42,9.18700861
-35.10,2238.2,157.078,1.838,219.45,58,699,4,1,0,1,90.392,85.613,86.202,78.368,79.542,68.933,103.713,24.326,30.334,24.431,1.118,8.60E-01,13.11510032,14.58575,0.998702259,302.5832115,168.3975385,241.1473224,-0.004072533,3.703942281,319.9907631,2.152185016,54.68261304,698.8091563,3.485455256,11.5,701.4381958,0.774044252,0.170775074,-1.07E-34,1,42,9.218324312
-35.00,2132.5,189.012,2.010,172.94,59,699,4,1,0,1,90.392,85.613,86.202,78.368,79.542,68.933,103.713,24.326,30.334,24.431,1.118,5.97E-01,13.41748717,14.83575,0.990809609,261.919307,166.9152785,274.8858541,-0.00332481,6.15437742,319.938135,3.55601182,55.58261304,699.4025704,3.441797809,11.6,703.807687,0.728879206,-0.069812364,3.27E-30,1,42,9.200941727
-34.90,4778.5,285.969,2.697,188.62,60,701,3,0,0,1,90.987,86.939,86.714,79.733,81.211,70.042,104.323,24.324,30.317,24.441,1.118,8.24E-01,13.64435147,15.08575,0.99959217,275.6236025,163.1992146,242.5493175,-0.00511762,4.276317292,320.0726091,2.553398244,56.48261304,701.3118514,2.183959587,11.7,698.6512314,1.039177906,-0.043341303,-1.79E-26,1,42,9.194168464
-34.80,4980.2,177.725,0.955,225.27,61,705,3,0,0,1,90.987,86.939,86.714,79.733,81.211,70.042,104.323,24.324,30.317,24.441,1.118,9.99E-01,13.85769557,15.33575,1.009704667,307.6648151,167.9338119,277.0435107,-0.004155906,9.686198155,319.794662,5.453325982,57.38261304,705.3026082,3.343054198,11.8,700.1962843,1.667291087,0.065076289,-2.91E-23,1,42,9.206968659
-34.70,6827.4,288.271,0.899,235.01,62,711,3,0,0,1,90.987,86.939,86.714,79.733,81.211,70.042,104.323,24.324,30.317,24.441,1.158,8.46E-01,14.27993573,15.58575,0.995415327,316.187235,168.750322,395.8488389,-0.004636207,14.07735592,319.858802,7.699794739,58.28261304,712.0137781,2.9317366,11.9,705.4190598,2.023567436,0.085800333,8.98E-19,1,42,9.217518705
-34.60,8388.9,310.615,0.799,256.40,63,721,3,0,0,1,90.987,86.939,86.714,79.733,81.211,70.042,104.323,24.324,30.317,24.441,1.158,8.45E-01,14.79926009,15.83575,1.0016089,334.8855779,170.7657399,419.0374909,-0.00470502,21.50242968,319.7586981,11.18356186,59.18261304,721.8937178,2.880807026,12,714.8327146,2.477075837,-0.008917085,-4.93E-15,1,42,9.206505487
-34.50,11034.2,356.899,1.953,214.77,64,732,3,0,0,1,90.987,86.939,86.714,79.733,81.211,70.042,104.323,24.324,30.317,24.441,1.158,1.03E+00,15.31379989,16.08575,0.999335724,298.4845315,169.7555335,398.4170626,-0.004373175,22.06076157,319.8199253,11.50098408,60.08261304,734.1957645,2.393673295,12.1,730.9503248,2.753361929,0.215415187,-7.88E-12,1,42,9.184153808
