TimeToEvent,BSFC,BSNO,BSPM,Corrected Exhaust,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
-40.50,-22436.0,-1174.748,-1.510,168.01,1,775,0,0,0,0,90.352,87.823,88.641,79.426,81.61,71.162,103.559,24.64,29.601,25.862,1.218,2.25E+00,1.234095091,0.58775,1.00891205,257.6092436,226.479557,219.9918474,9.56952566,-95.99818133,321.6845424,-73.57232465,4.289813043,775.3320426,-0.243616479,67.8,773.8768711,0.806891942,-0.657010459,15072.5304,1,42,9.228649177
-40.40,46777.6,2534.233,12.368,166.47,2,775,0,0,0,0,90.352,87.823,88.641,79.426,81.61,71.162,103.559,24.64,29.601,25.862,1.218,1.46E+00,1.265218111,0.83775,1.002868469,256.255738,226.0456834,216.9912125,9.398625809,-95.9881188,321.6036766,-73.80433357,5.189813043,775.177392,0.110383507,67.9,773.5502327,0.762110934,-0.478198401,15250.75285,1,42,9.206342851
-40.30,-624275.2,-20469.474,-90.491,190.62,3,774,1,0,0,0,90.352,87.823,88.641,79.426,81.61,71.162,103.559,24.64,29.601,25.862,1.216,7.43E-01,1.242350415,1.08775,1.012676174,277.3736888,221.5184082,121.1933383,9.284879681,-96.2454791,321.4408285,-76.82863313,6.089813043,773.5793007,-0.008759075,68,774.1446251,0.805405271,-0.620157954,15023.87809,1,42,9.208136965
-40.20,-74163.8,-1773.613,-9.070,207.81,4,774,1,0,0,0,90.352,87.823,88.641,79.426,81.61,71.162,103.559,24.64,29.601,25.862,1.216,5.41E-01,1.257277706,1.33775,1.005465805,292.3990636,220.4870293,69.55412063,9.49302975,-98.24411501,321.6083438,-80.36794245,6.989813043,769.5425466,-0.063581799,68.1,775.8817566,0.690928087,-0.6569406,15367.8699,1,42,9.228611116
-40.10,4346.3,42.769,0.325,239.26,5,766,1,0,0,0,90.352,87.823,88.641,79.426,81.61,71.162,103.559,24.64,29.601,25.862,1.216,4.01E-01,1.262429342,1.58775,1.011367678,319.8962521,218.4015182,13.72557818,10.06500801,-97.61262592,321.5817826,-80.81258473,7.889813043,763.385352,0.603939142,68.2,775.7722342,0.38153174,-0.647845632,15038.92342,1,42,9.206815768
-40.00,-1288.0,40.994,0.856,251.11,6,766,1,0,0,0,90.352,87.823,88.641,79.426,81.61,71.162,103.559,24.64,29.601,25.862,1.216,3.33E-01,1.274980968,1.83775,1.000164712,330.2620596,215.4414396,5.416679753,11.50045937,-97.41912689,321.4078403,-82.54297403,8.789813043,755.9230398,0.26356386,68.3,770.4228463,-0.048859442,-0.615606446,15190.42741,1,42,9.208327683
-39.90,-942.9,5.359,0.642,209.31,7,751,1,0,0,0,90.352,87.823,88.641,79.426,81.61,71.162,103.559,24.64,29.601,25.862,1.216,3.36E-01,1.251137661,2.08775,1.001610345,293.7171728,211.9376778,2.180217946,13.7195128,-97.15383519,321.6173369,-84.64068894,9.689813043,747.136092,0.684383508,68.4,764.376954,-0.091799921,-0.655666674,14904.0202,1,42,9.195526912
-39.80,-1461.9,9.338,2.434,157.63,8,751,1,0,0,0,90.352,87.823,88.641,79.426,81.61,71.162,103.559,24.64,29.601,25.862,1.149,5.32E-01,1.265138414,2.33775,1.003505792,248.529596,208.7503404,3.254711254,0.917757917,-95.88998262,321.6991807,-84.96338704,10.58981304,738.9978009,0.446283327,68.5,755.6563887,-0.091800001,-0.546483946,20162.02458,1,42,9.191891888
-39.70,-2312.8,114.856,4.716,144.02,9,733,1,0,0,0,90.277,87.887,88.386,79.227,81.82,71.158,103.413,24.638,29.588,25.855,1.149,1.08E+00,1.275589208,2.58775,1.005292645,236.6289606,204.815619,27.69745055,-0.26183202,-95.27725646,321.3256687,-86.98072005,11.48981304,730.4693509,0.285388396,68.6,745.2001563,-0.091799998,-0.390384759,14670.29823,1,42,9.183849449
-39.60,-1478.8,244.620,2.558,259.32,10,733,1,0,0,0,90.277,87.887,88.386,79.227,81.82,71.158,103.413,24.638,29.588,25.855,1.149,1.25E+00,1.194845807,2.83775,1.012224592,337.4337662,203.363297,51.2200436,-0.023434518,-90.28699703,321.4339206,-79.84608359,12.38981304,724.4968686,0.450020189,68.7,734.6405604,-0.091799773,-0.655536725,14594.53185,1,42,9.184519994
-39.50,-248.3,2188.632,0.898,229.98,11,723,1,0,0,0,90.277,87.887,88.386,79.227,81.82,71.158,103.413,24.638,29.588,25.855,1.149,9.73E-01,1.131857372,3.08775,1.005937604,311.7857009,205.6996553,345.9928213,-0.001319775,-89.93017977,321.5048427,-77.68038969,13.28981304,723.7012386,0.301641971,68.8,727.5430932,-0.010320103,-0.224829167,14450.49324,1,42.00000988,9.166815216
-39.40,1095.4,1111.585,0.309,223.18,12,723,1,0,0,0,90.277,87.887,88.386,79.227,81.82,71.158,103.413,24.638,29.588,25.855,1.149,6.20E-01,1.098905797,3.33775,1.008357311,305.8403024,205.212346,392.4398975,11.83687613,-90.89739649,321.6128909,-79.51488135,14.18981304,725.4632839,0.652123805,68.9,718.1634327,0.098676033,-0.310633697,14590.71225,1,41.93333849,9.190856231
-39.30,-26287.6,-1061.197,-1.129,155.62,13,727,0,0,0,0,90.277,87.887,88.386,79.227,81.82,71.158,103.413,24.638,29.588,25.855,0.853,4.91E-01,1.143022408,3.58775,1.002960977,246.7768664,205.3664689,394.0985198,7.650639547,-92.34983092,321.4679613,-81.71348268,15.08981304,727.8325214,-0.476669919,69,716.2450258,1.736502098,-0.250252731,14280.03135,1,55.00047812,9.173608221
