TimeToEvent,BSFC,BSNO,BSPM,Corrected Exhaust,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
-40.90,16090.6,936.583,2.453,209.72,1,700,1,0,0,0,97.363,92.707,94.605,80.388,86.103,70.074,113.848,24.47,32.502,24.625,1.073,8.95E-01,0.699107812,0.76005,1.007207881,294.0734312,205.4637683,206.8235623,-0.004333423,-80.92669675,316.8858001,-64.98201357,3.018413043,700.4372167,0.436444662,4.1,700.0448555,0.698422827,-1.778625305,13675.88511,1,42,9.190741028
-40.80,10456.0,533.017,1.741,257.36,2,700,1,0,0,0,97.363,92.707,94.605,80.388,86.103,70.074,113.848,24.47,32.502,24.625,1.073,6.14E-01,0.725336873,1.21005,1.004128279,335.7192399,204.3924321,157.7026799,-0.004704617,-81.66991653,316.7469739,-66.54843748,3.518413043,700.3510001,0.6863112,4.2,699.6611995,0.713588504,-1.72517678,13769.92389,1,42,9.209675846
-40.70,5389.2,470.187,1.230,199.18,3,700,1,0,0,0,97.363,92.707,94.605,80.388,86.103,70.074,113.848,24.47,32.502,24.625,1.044,2.75E-01,0.711489785,1.66005,1.009463375,284.857548,204.0834027,239.2097348,-0.003451808,-81.18850198,317.0433149,-66.06336105,4.018413043,700.1982549,1.304461782,4.3,700.2241946,0.698907342,-1.83989304,13641.37028,1,42,9.217726101
-40.60,15464.0,1052.189,5.833,196.56,4,700,1,0,0,0,97.363,92.707,94.605,80.388,86.103,70.074,113.848,24.47,32.502,24.625,1.044,4.05E-01,0.705913235,2.11005,1.007712825,282.5653325,204.79433,224.6841284,-0.004278645,-79.1762891,317.0569909,-63.02939335,4.518413043,700.3816896,0.449721258,4.4,700.1653689,0.691586631,-1.718814339,13857.4643,1,42,9.19422366
-40.50,14045.1,894.889,7.563,230.67,5,700,1,0,0,0,97.363,92.707,94.605,80.388,86.103,70.074,113.848,24.47,32.502,24.625,1.044,7.61E-01,0.687379829,2.56005,1.009155416,312.3856867,203.0916341,236.8679909,-0.004313232,-80.01466631,317.0124575,-65.01189274,5.018413043,700.5198712,0.48468341,4.5,700.4484864,0.677094765,-1.741735991,13886.27645,1,42,9.209552411
-40.40,5616.3,415.664,3.438,254.91,6,700,1,0,0,0,97.133,92.81,94.521,80.495,86.055,70.018,113.698,24.468,32.456,24.618,1.044,7.05E-01,0.739968691,3.01005,1.002144779,333.583068,202.8417937,230.6464295,-0.004348665,-78.82252371,317.164535,-63.55667447,5.518413043,700.7112286,1.262743638,4.6,702.1678958,0.705584214,-1.842496813,13599.85275,1,42,9.218137698
-40.30,6881.7,538.170,3.667,209.43,7,700,1,0,0,0,97.133,92.81,94.521,80.495,86.055,70.018,113.698,24.468,32.456,24.618,1.044,5.83E-01,0.735509916,3.46005,1.010619838,293.8217896,200.2531391,229.1317328,-0.003910811,-78.95203163,317.0536083,-65.0876429,6.018413043,700.6723654,0.998282078,4.7,700.9857697,0.683460558,-1.706390295,13722.94495,1,42,9.23039448
-40.20,11480.5,861.790,6.342,182.13,8,700,0,0,0,0,97.133,92.81,94.521,80.495,86.055,70.018,113.698,24.468,32.456,24.618,1.046,6.12E-01,0.729071105,3.91005,0.992436727,269.9534331,199.9650731,237.8741136,-0.004661658,-77.70600404,316.7167798,-63.55847844,6.518413043,700.7662296,0.608476431,4.8,700.7238687,0.695063458,-1.78153352,17277.28576,1,42,9.192913742
-40.10,5626.2,261.441,3.263,226.41,9,700,0,0,0,0,97.133,92.81,94.521,80.495,86.055,70.018,113.698,24.468,32.456,24.618,1.046,4.82E-01,0.771742739,4.36005,1.006675129,308.6643652,198.8892468,166.1013252,-0.004286745,-77.49430919,316.6339657,-63.83652459,7.018413043,700.3760971,1.275923649,4.9,699.3815704,0.713873855,-1.536287816,13580.22989,1,42,9.172878172
-40.00,11304.8,859.954,7.094,233.26,10,700,1,0,0,0,97.133,92.81,94.521,80.495,86.055,70.018,113.698,24.468,32.456,24.618,1.046,4.15E-01,0.761874456,4.81005,1.013050756,314.6570396,199.2542291,253.0243483,-0.004876555,-78.88582431,316.9861276,-65.53698578,7.518413043,700.2443296,0.643889225,5,698.7351836,0.723718645,-1.530445797,13677.83035,1,42,9.199313193
