TimeToEvent,BSFC,BSNO,BSPM,Corrected Exhaust,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
-40.90,-105879.8,-8099.981,-189.790,245.71,1,700,1,0,0,0,94.258,90.711,90.647,80.037,83.749,69.97,104.148,24.477,31.774,24.518,1.061,1.22E+00,0.582455995,0.666,1.000365126,325.5406576,203.7730887,199.4407762,-0.004223402,-79.16789072,315.3998611,-63.53498251,2.913913043,700.5965061,-0.063549673,4.2,700.6255117,0.669330981,-1.732616172,13185.13014,1,42,9.213696449
-40.80,400407.2,35654.354,563.437,180.86,2,700,1,0,0,0,94.258,90.711,90.647,80.037,83.749,69.97,104.148,24.477,31.774,24.518,1.061,5.87E-01,0.584284235,1.116,0.99409549,268.8407423,202.8028159,252.3126103,-0.005017853,-78.93017354,315.1207713,-63.71880993,3.413913043,700.4682398,0.01757594,4.3,700.5285098,0.699931244,-1.808952215,13342.09144,1,42,9.220535892
-40.70,37611.7,1697.660,30.160,214.40,3,700,1,0,0,0,94.258,90.711,90.647,80.037,83.749,69.97,104.148,24.477,31.774,24.518,1.061,3.10E-01,0.576251837,1.566,1.000964792,298.165845,203.2339038,168.0953631,-0.004450511,-76.58075765,315.3420616,-60.46494698,3.913913043,700.2502424,0.193143768,4.4,699.203947,0.722275738,-1.748954193,13478.56954,1,42,9.196048376
-40.60,-18704.8,-1224.493,-12.987,256.74,4,700,0,0,0,0,94.167,90.538,90.863,79.821,83.509,69.969,103.999,24.464,31.749,24.512,1.061,3.92E-01,0.581218305,2.016,1.004411249,335.1831859,201.5834914,232.339646,-0.004441417,-77.6918449,315.2960271,-62.70951034,4.413913043,700.4056948,-0.390316018,4.5,699.0267196,0.726049084,-1.96173864,13190.73565,1,42,9.213017194
-40.50,-101300.5,-9048.891,-106.951,247.02,5,700,0,0,0,0,94.167,90.538,90.863,79.821,83.509,69.969,103.999,24.464,31.749,24.512,1.037,6.23E-01,0.570482964,2.466,0.987546695,326.6805065,201.2768845,243.2598474,-0.004660608,-75.79620617,315.4715254,-60.40468315,4.913913043,700.416463,-0.071202452,4.6,699.198423,0.717313933,-1.8171077,13325.56959,1,42,9.193293478
-40.40,13446.6,905.078,14.552,193.94,6,700,1,0,0,0,94.167,90.538,90.863,79.821,83.509,69.969,103.999,24.464,31.749,24.512,1.037,9.69E-01,0.592688626,2.916,1.00549554,280.2793966,197.6183065,236.8596273,-0.004464683,-75.58872224,315.727328,-61.94294826,5.413913043,700.7839252,0.53963594,4.7,699.1126588,0.722011814,-1.837992999,13184.61027,1,42,9.227498918
-40.30,-17168.7,-904.165,-19.817,204.57,7,700,1,0,0,0,94.167,90.538,90.863,79.821,83.509,69.969,103.999,24.464,31.749,24.512,1.037,1.19E+00,0.569824006,3.366,1.000862121,289.5712783,198.5814112,186.637866,-0.004842745,-74.49485003,315.3759654,-60.03458337,5.913913043,700.5702202,-0.413386853,4.8,699.1848947,0.705978465,-1.594168931,13140.46359,1,42,9.190862592
-40.20,-80278.7,-5045.196,-100.574,263.40,8,700,0,0,0,0,94.167,90.538,90.863,79.821,83.509,69.969,103.999,24.464,31.749,24.512,1.037,9.93E-01,0.580185965,3.816,0.99794629,341.0073569,197.9516819,167.8751496,-0.004603654,-73.77713643,315.3796097,-59.41405797,6.413913043,700.4988731,-0.085001129,4.9,700.5301517,0.678702033,-1.636575305,13292.95737,1,42,9.193021862
-40.10,-20689.4,-1843.116,-15.962,205.18,9,700,0,0,0,0,94.167,90.538,90.863,79.821,83.509,69.969,103.999,24.464,31.749,24.512,1.037,7.19E-01,0.577316074,4.266,0.997270843,290.0997253,200.5625851,230.7942724,-0.004000148,-74.59669002,315.2191032,-59.2197515,6.913913043,700.7003139,-0.32739576,5,701.2735228,0.673907298,-1.847434418,13438.28003,1,42,9.206323948
-40.00,-32991.3,-2429.452,-11.672,199.21,10,700,0,0,0,0,94.167,90.538,90.863,79.821,83.509,69.969,103.999,24.464,31.749,24.512,0.992,7.28E-01,0.575650555,4.716,0.995858021,284.8804523,197.529919,207.2180682,-0.004368914,-72.53197083,315.4569919,-58.02652914,7.413913043,700.7099873,-0.198834473,5.1,702.6174145,0.65264263,-1.491858787,13083.94172,1,42,9.193860624
-39.90,-21136.1,-1349.323,-2.952,254.08,11,700,0,0,0,0,94.167,90.538,90.863,79.821,83.509,69.969,103.999,24.464,31.749,24.512,0.992,6.04E-01,0.643964442,5.166,1.004293754,332.8553073,199.3839623,247.2064166,-0.004911639,-73.84594073,315.2299779,-58.82356583,7.913913043,700.895264,-0.335983256,5.2,699.9002408,0.706711126,-1.754748939,13089.64557,1,42,9.215791501
-39.80,11118.9,669.992,1.722,260.12,12,700,1,0,0,0,94.167,90.538,90.863,79.821,83.509,69.969,103.999,24.464,31.749,24.512,0.992,5.11E-01,0.655463465,5.616,1.003636016,338.1391121,198.6351103,194.2109923,-0.004391784,-74.11009874,315.2034345,-59.51422757,8.413913043,700.8572396,0.637814834,5.3,699.8600366,0.705721438,-1.534414825,13269.44261,1,42,9.163506431
-39.70,74709.4,5580.082,26.905,231.93,13,700,1,0,0,0,94.167,90.538,90.863,79.821,83.509,69.969,103.999,24.464,31.749,24.512,0.992,7.82E-01,0.670690799,6.066,0.998318056,313.4902739,197.8139105,221.2989042,-0.004614186,-72.96692183,315.6498415,-58.44507954,8.913913043,700.5377748,0.097316489,5.4,699.5908578,0.723169081,-1.409735946,13038.64766,1,42,9.170844049
-39.60,-67949.4,-4686.719,-37.817,182.50,14,700,1,0,0,0,94.393,90.244,90.902,79.665,83.628,69.912,103.816,24.469,31.722,24.523,0.992,9.54E-01,0.681540139,6.516,0.993723465,270.2783608,197.8236709,212.7024094,-0.004426152,-72.34738976,315.7220287,-57.65821963,9.413913043,700.350198,-0.106140083,5.5,698.2617998,0.717177492,-1.564576945,13160.86242,1,42,9.186085983
-39.50,11834.3,590.093,4.536,218.96,15,700,1,0,0,0,94.393,90.244,90.902,79.665,83.628,69.912,103.816,24.469,31.722,24.523,1.016,5.14E-01,0.724521137,6.966,1.002457447,302.1516023,197.2042252,165.8972384,-0.004633233,-71.01793048,315.8679588,-56.2802249,9.913913043,700.2621534,0.587611711,5.6,700.519402,0.691419606,-1.527960408,12998.25016,1,42,9.194878722
-39.40,8600.5,622.405,3.549,244.08,16,700,0,0,0,0,94.393,90.244,90.902,79.665,83.628,69.912,103.816,24.469,31.722,24.523,1.016,4.08E-01,0.728398977,7.416,0.997509149,324.1094691,197.128601,237.9736556,-0.004547737,-74.66950727,315.9236754,-60.97506111,10.41391304,700.4928673,0.846093036,5.7,699.0273423,0.723759763,-1.799475411,12923.71355,1,42,9.186117493
-39.30,46781.4,4093.353,22.726,232.56,17,700,0,0,0,0,94.393,90.244,90.902,79.665,83.628,69.912,103.816,24.469,31.722,24.523,1.016,3.14E-01,0.889385566,7.866,1.002950763,314.0421631,196.7925824,228.2087397,-0.004700296,-70.29830937,315.3749372,-55.57430205,10.91391304,700.6209365,0.147456898,5.8,700.9395261,0.68622765,-1.583119449,13080.71659,1,42,9.16463985
-39.20,13137.4,926.485,3.038,207.82,18,700,1,0,0,0,94.393,90.244,90.902,79.665,83.628,69.912,103.816,24.469,31.722,24.523,1.016,2.32E-01,2.147749726,8.316,1.004941368,292.4077915,196.930853,255.9396458,-0.004266069,-70.25804393,315.4726131,-55.46418718,11.41391304,700.4009142,0.515581745,5.9,701.6294856,0.673598604,-1.3285541,13119.7106,1,42,9.20510731
-39.10,-21860.8,-1284.842,-3.342,220.10,19,700,1,0,0,0,94.393,90.244,90.902,79.665,83.628,69.912,103.816,24.469,31.722,24.523,1.016,2.18E-01,4.018953721,8.766,1.004907962,303.1439956,195.2463299,213.2138278,-0.004675233,-69.94769655,315.8937385,-55.82478811,11.91391304,700.2214285,-0.325285274,6,700.8346127,0.706988663,-1.774030174,12860.27289,1,42,9.198052216
-39.00,-2060740.4,-127281.497,-309.742,263.11,20,700,0,0,0,0,94.393,90.244,90.902,79.665,83.628,69.912,103.816,24.469,31.722,24.523,1.031,5.04E-01,5.390876502,9.216,0.986955706,340.7523796,194.0623431,179.1145155,-0.004448791,-70.54992731,315.5422407,-57.11970481,12.41391304,700.3750256,-0.003456309,6.1,699.105305,0.708292995,-1.620715019,12909.18694,1,42,9.167511406
-38.90,10050.1,803.714,1.918,185.61,21,700,0,0,0,0,94.393,90.244,90.902,79.665,83.628,69.912,103.816,24.469,31.722,24.523,1.031,9.27E-01,7.174804934,9.666,1.001955168,272.9898825,196.0221309,225.8372987,-0.00418348,-70.69167972,315.300852,-56.40423301,12.91391304,700.4619324,0.72323111,6.2,698.8403393,0.722899464,-1.849029694,12864.49452,1,42,9.19581432
-38.80,15147.3,810.175,1.925,194.89,22,700,0,0,0,0,94.393,90.244,90.902,79.665,83.628,69.912,103.816,24.469,31.722,24.523,1.031,9.79E-01,9.299718641,10.116,1.010617266,281.1033946,194.596005,201.2465706,-0.003821668,-62.83636637,315.1376482,-47.69014779,13.41391304,700.5447003,0.505289222,6.3,697.2248691,0.761305639,-1.604241054,12798.99276,1,42,9.184424344
-38.70,-12763.9,-735.698,-1.427,244.24,23,700,0,0,0,0,94.393,90.244,90.902,79.665,83.628,69.912,103.816,24.469,31.722,24.523,1.031,6.85E-01,10.88849758,10.566,0.998127222,324.2561138,193.6110315,224.4617349,-0.005091303,-67.47686236,315.3155462,-53.49610086,13.91391304,700.6335783,-0.55791147,6.4,699.6933258,0.708414162,-1.713066423,12953.56207,1,42,9.226599726
-38.60,-34987.1,-2643.034,-16.270,255.98,24,700,1,0,0,0,94.024,89.792,90.681,79.829,83.633,69.805,103.707,24.458,31.686,24.516,1.031,5.49E-01,12.48427004,11.016,1.008219404,334.5205362,194.022535,224.7891663,-0.004429695,-64.46987954,315.1840248,-49.76345665,14.41391304,701.012836,-0.203124472,6.5,699.5038889,0.707364084,-1.756568764,12838.42903,1,42,9.184507013
-38.50,8199.5,695.733,8.633,202.34,25,700,1,0,0,0,94.024,89.792,90.681,79.829,83.633,69.805,103.707,24.458,31.686,24.516,1.028,3.55E-01,14.04819764,11.466,1.002949693,287.6165798,194.6488282,226.0811641,-0.004539901,-51.84013979,314.8754614,-36.30041028,14.91391304,700.4751448,0.799215312,6.6,700.7783315,0.651767585,-1.525466765,12862.55856,1,42,9.18665643
-38.40,-1165.6,-79.559,-1.198,181.91,26,702,-5,-1,0,0,94.024,89.792,90.681,79.829,83.633,69.805,103.707,24.458,31.686,24.516,1.028,2.24E-01,15.03228781,11.916,0.998443459,269.7600445,192.5145962,200.7763529,-0.004780265,-47.6854755,315.6623631,-32.92533662,15.41391304,703.0708818,-5.909074831,6.7,701.7002402,0.687582658,-1.390605664,12934.85262,1,42,9.159077563
-38.30,-1099.1,-53.318,-0.825,237.72,27,702,-5,-1,0,0,94.024,89.792,90.681,79.829,83.633,69.805,103.707,24.458,31.686,24.516,1.028,5.54E-01,16.09009723,12.366,1.002993209,318.5504654,194.559751,168.2597948,-0.004539602,-44.7195894,315.2416913,-29.84486197,15.91391304,705.4710245,-5.970100738,6.8,702.2190327,0.657297978,-1.528938962,12790.69681,1,42,9.184731171
-38.20,-1011.0,-52.143,-0.777,244.61,28,706,-7,-1,0,0,94.024,89.792,90.681,79.829,83.633,69.805,103.707,24.458,31.686,24.516,1.028,1.26E+00,16.08263033,12.816,1.003674641,324.5795875,193.5799095,184.5738084,-0.005309857,-63.89280413,315.3012213,-49.26689044,16.41391304,706.5985065,-7.083036974,6.9,699.2819021,0.718457134,-1.644264964,12859.57361,1,42,9.178345827
-38.10,-910.1,-52.082,-0.989,233.74,29,706,-7,-1,0,0,94.024,89.792,90.681,79.829,83.633,69.805,103.707,24.458,31.686,24.516,1.028,1.57E+00,15.83649747,13.266,1.000248824,315.0764029,193.4673865,160.8277528,-0.005912982,-42.07959346,315.4377338,-27.79589596,16.91391304,707.4060302,-7.880633273,7,699.0661647,0.720352826,-1.702109726,12990.05154,1,42,9.18452584
-38.00,-807.5,-48.832,-0.758,189.50,30,707,-7,-1,0,0,94.024,89.792,90.681,79.829,83.633,69.805,103.707,24.458,31.686,24.516,1.034,1.38E+00,15.28555819,13.716,1.002203131,276.3919639,193.4445778,174.2121082,-0.004692871,-41.33020592,315.3256197,-27.17048061,17.41391304,706.5115316,-7.227946368,7.1,705.6310864,0.585480002,-1.742213778,12878.35124,1,42,9.227482663
-37.90,-614.2,-36.527,-0.668,200.75,31,707,-7,-1,0,0,94.024,89.792,90.681,79.829,83.633,69.805,103.707,24.458,31.686,24.516,1.034,7.59E-01,14.9831403,14.166,1.008053404,286.2342723,191.1874378,155.3271817,-0.005149428,-45.12994429,315.0404363,-30.89875309,17.91391304,706.0886003,-7.765942265,7.2,707.2093078,0.478167548,-1.839826973,12889.89842,1,42,9.215478937
-37.80,-664.7,-35.880,-0.902,256.33,32,705,-7,-1,0,0,94.024,89.792,90.681,79.829,83.633,69.805,103.707,24.458,31.686,24.516,1.034,4.39E-01,14.41914978,14.616,0.993882611,334.8261035,192.4469641,122.1232275,-0.005494878,-44.32287024,315.2059878,-29.92279587,18.41391304,704.5625527,-7.795098888,7.3,706.7068192,0.518314799,-1.712533303,12891.45165,1,42,9.206022675
-37.70,-742.4,-60.873,-0.839,203.24,33,705,-7,-1,0,0,94.024,89.792,90.681,79.829,83.633,69.805,103.707,24.458,31.686,24.516,1.034,7.03E-01,13.78411484,15.066,1.003511512,288.4057527,190.2755616,185.7307452,-0.00521914,-41.89142448,315.0472248,-28.23174047,18.91391304,703.826985,-7.466486844,7.4,703.5917316,0.55395699,-2.085478668,13150.53835,1,42,9.18708986
-37.60,-633.3,-49.259,-0.379,183.09,34,704,-8,-1,0,0,93.788,89.656,90.399,79.639,83.82,69.5,103.633,24.473,31.676,24.516,1.034,8.44E-01,13.37965094,15.516,1.000076041,270.7928544,190.8547212,181.1073334,-0.004682304,-36.19149589,315.6297135,-23.40019472,19.41391304,703.3343179,-7.629652346,7.5,706.6445525,0.482543495,-1.510865603,12915.61021,1,42,9.189815103
