BSFC (g/kW-hr),BSNO (g/kW-hr),BSPM (g/kW-hr),Corrected Exhaust,TimeToEvent,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
8438.5,511.756,3.002,220.75,-38.90,20,701,1,0,0,0,91.607,87.698,87.601,79.869,80.834,69.53,103.348,24.305,30.599,24.371,1.063,1.95E-01,0.757919541,5.1675,0.998918023,303.7138418,189.8989655,259.2054096,-0.003955972,-47.08643299,318.5731441,-32.97079898,20.77691304,700.4872323,0.87680267,6.4,699.2390046,0.735893543,-0.168497198,6.9928E-136,1,42,9.204776444
3263.2,168.357,1.952,236.81,-38.80,21,700,1,0,0,0,91.607,87.698,87.601,79.869,80.834,69.53,103.348,24.305,30.599,24.371,1.063,2.19E-01,0.753689223,5.4175,1.006816939,317.7533372,188.4162003,185.190691,-0.003564558,-52.9100635,318.2520311,-39.04624893,21.67691304,700.3044068,2.208390902,6.5,698.5371713,0.716570799,-0.185059555,-1.7886E-139,1,42,9.232978106
5651.8,386.386,4.254,214.49,-38.70,22,700,2,0,0,0,91.584,88.214,87.673,79.597,81.01,69.658,103.194,24.307,30.575,24.398,1.063,1.91E-01,0.76870703,5.6675,1.000767368,298.2470205,187.2494161,218.7759878,-0.004556985,-41.16387066,318.5218059,-28.17792174,22.57691304,699.9390777,1.332116543,6.6,697.9562792,0.748225182,0.080584207,1.1975E-143,1,42,9.206550758
3967.4,362.369,4.058,172.17,-38.60,23,700,2,0,0,0,91.584,88.214,87.673,79.597,81.01,69.658,103.194,24.307,30.575,24.398,1.033,1.95E-01,0.771322656,5.9175,0.991391551,261.2466093,187.3225987,224.0989112,-0.00453011,-39.3958429,318.4519402,-26.63199277,23.47691304,700.1751174,1.514969907,6.7,704.5613855,0.597531052,0.063528945,2.5303E-147,1,42,9.208014575
4302.6,204.266,1.993,199.63,-38.50,24,700,2,0,0,0,91.584,88.214,87.673,79.597,81.01,69.658,103.194,24.307,30.575,24.398,1.033,2.16E-01,0.770023685,6.1675,1.007696295,285.2487257,185.3222099,184.8290569,-0.004514127,-36.08637054,318.5260268,-24.18076696,24.37691304,700.2644343,1.582754867,6.8,700.9538291,0.677106432,-0.020611894,-6.5035E-151,1,42,9.200213655
-6895.8,-329.313,-1.551,233.81,-38.40,25,700,2,0,0,0,91.584,88.214,87.673,79.597,81.01,69.658,103.194,24.307,30.575,24.398,1.033,2.60E-01,0.776290257,6.4175,1.002400859,315.1373714,186.4211446,206.7469844,-0.00463288,-37.66354959,318.3336375,-25.31874059,25.27691304,700.2220208,-1.121190544,6.9,696.2465808,0.768685061,0.062006602,4.3802E-155,1,42,9.194555213
-1517.2,-102.065,-0.325,243.54,-38.30,26,701,-3,0,0,0,91.584,88.214,87.673,79.597,81.01,69.658,103.194,24.307,30.575,24.398,1.033,3.09E-01,0.765574543,6.6675,0.991963109,323.6395035,187.1821884,226.9072987,-0.004403107,-29.49508886,318.3961111,-18.70482047,26.17691304,703.60847,-4.904195114,7,698.9454715,0.743340873,-0.148853511,-9.0179E-157,1,42,9.20490332
-1456.5,-78.828,-0.241,173.92,-38.20,27,704,-6,-1,0,0,91.584,88.214,87.673,79.597,81.01,69.658,103.194,24.307,30.575,24.398,1.033,4.51E-01,0.771500874,6.9175,1.000030184,262.7728245,186.4542473,201.2668075,-0.005201502,-30.81418601,318.1816488,-19.7983641,27.07691304,705.8387635,-5.201366468,7.1,694.2819266,0.759257785,0.181690965,1.0723E-152,1,42,9.159005633
-1247.6,-40.442,-0.427,177.55,-38.10,28,706,-6,-1,0,0,91.584,88.214,87.673,79.597,81.01,69.658,103.194,24.307,30.575,24.398,1.027,5.57E-01,0.774312969,7.1675,1.00471674,265.9508198,185.7844215,146.5843896,-0.004445181,-32.86086155,318.5248936,-21.48842308,27.97691304,706.6371037,-6.504640766,7.2,696.0634312,0.814214155,0.200702419,-3.2529E-149,1,42,9.184938209
-777.1,-37.063,-0.486,220.38,-38.00,29,706,-6,-1,0,0,91.584,88.214,87.673,79.597,81.01,69.658,103.194,24.307,30.575,24.398,1.027,6.34E-01,1.156978193,7.4175,0.993858808,303.3922883,183.0321103,135.9327174,-0.005368829,-31.01959551,318.6077825,-20.40594853,28.87691304,706.4140652,-7.153915871,7.3,706.4258799,0.557637671,0.22347697,-2.4949E-145,1,42,9.190171911
-769.6,-52.712,-0.534,204.16,-37.90,30,706,-7,-1,0,0,91.584,88.214,87.673,79.597,81.01,69.658,103.194,24.307,30.575,24.398,1.027,1.04E+00,1.903150357,7.6675,1.001224603,289.2153822,183.9755076,162.201935,-0.005530428,-30.08242253,318.5870606,-19.54761159,29.77691304,705.9738211,-6.601981218,7.4,707.6135496,0.509310645,0.065342267,2.9502E-141,1,42,9.208573056
-881.6,-51.670,-0.360,180.06,-37.80,31,705,-6,-1,0,0,91.584,88.214,87.673,79.597,81.01,69.658,103.194,24.307,30.575,24.398,1.027,1.34E+00,2.542519802,7.9175,0.99419893,268.1385712,184.0385073,157.1111046,-0.004434674,-21.85703676,318.4444101,-13.47690133,30.67691304,704.8686932,-6.720279952,7.5,703.5222622,0.592949,-0.147216067,-9.0063E-138,1,42,9.20754261
-882.9,-46.197,-0.251,195.64,-37.70,32,705,-6,-1,0,0,91.208,87.735,87.525,79.947,80.651,69.211,103.075,24.324,30.575,24.4,1.027,1.24E+00,3.412573837,8.1675,1.000823835,281.7665351,184.2296675,195.9606364,-0.004754639,-26.88264765,318.2606529,-17.08494236,31.57691304,704.1420664,-6.908044162,7.6,703.5920094,0.609784912,-0.034718449,-6.8326E-134,1,42,9.206352427
-897.4,-41.450,-0.428,215.06,-37.60,33,704,-7,-1,0,0,91.208,87.735,87.525,79.947,80.651,69.211,103.075,24.324,30.575,24.4,0.964,8.46E-01,4.566134961,8.4175,0.989000212,298.7422452,182.2184227,136.1027855,-0.004695045,-25.87057854,318.270272,-16.54680861,32.47691304,703.2201797,-6.42891886,7.7,698.3805322,0.576076532,0.055105176,8.1169E-130,1,42,9.192306677
-702.5,-51.664,-0.473,221.19,-37.50,34,703,-6,-1,0,0,91.208,87.735,87.525,79.947,80.651,69.211,103.075,24.324,30.575,24.4,0.964,6.31E-01,5.332370512,8.6675,0.992981065,304.1025369,180.761586,164.3971383,-0.004391585,-20.35876303,318.6634334,-12.69227228,33.37691304,702.786054,-7.203720884,7.8,705.1138333,0.504974417,0.318340292,-2.4934E-126,1,42,9.203261718
-712.9,-64.949,-0.436,162.82,-37.40,35,702,-6,-1,0,0,91.208,87.735,87.525,79.947,80.651,69.211,103.075,24.324,30.575,24.4,0.964,7.32E-01,6.064725563,8.9175,1.000059896,253.0680683,179.238159,197.0880087,-0.004583491,-21.35809448,318.8522208,-13.52805026,34.27691304,701.9316918,-6.812768265,7.9,706.0602192,0.484051965,-0.045868748,-1.8711E-122,1,42,9.204588608
-1096.5,-47.595,-0.422,195.50,-37.30,36,702,-6,-1,0,0,91.208,87.735,87.525,79.947,80.651,69.211,103.075,24.324,30.575,24.4,0.964,9.76E-01,7.088074685,9.1675,0.997997189,281.6361832,176.0007547,146.9318247,-0.004795241,-17.91739172,318.4709712,-11.3341413,35.17691304,700.940876,-5.184490139,8,699.2138749,0.565755305,-0.021631571,2.2332E-118,1,42,9.192481048
-1291.8,-84.428,-0.598,225.90,-37.20,37,701,-5,-1,0,0,91.208,87.735,87.525,79.947,80.651,69.211,103.075,24.324,30.575,24.4,0.964,1.14E+00,8.049529065,9.4175,1.010977076,308.2204053,178.1826293,221.7762471,-0.004563969,-20.32568955,318.5334175,-12.876019,36.07691304,699.6812445,-4.910295235,8.1,698.4860845,0.630141936,-0.040999524,-6.90E-115,1,42,9.195231355
-1467.1,-119.703,-1.123,223.76,-37.10,38,699,-4,0,0,0,91.208,87.735,87.525,79.947,80.651,69.211,103.075,24.324,30.575,24.4,0.812,1.10E+00,8.662405775,9.6675,1.006897071,306.3438703,176.4163137,213.0443075,-0.005137004,-12.71086994,318.3180131,-7.764476026,36.97691304,699.0279695,-3.991699648,8.2,698.6102026,0.581245483,0.06534574,-5.12E-111,1,42,9.197108153
-2054.0,-149.055,-1.164,167.14,-37.00,39,698,-4,0,0,0,91.208,87.735,87.525,79.947,80.651,69.211,103.075,24.324,30.575,24.4,0.812,7.23E-01,9.353834959,9.9175,0.998336015,256.8458002,177.1181706,237.9304593,-0.004186095,-13.72906361,318.3508096,-8.402679871,37.87691304,698.0970728,-3.01922128,8.3,698.8240479,0.61468719,0.065484774,6.14E-107,1,42,9.201987816
-2310.2,-159.610,-0.532,185.71,-36.90,40,697,-2,0,0,0,91.208,87.735,87.525,79.947,80.651,69.211,103.075,24.324,30.575,24.4,0.812,3.27E-01,9.741625524,10.1675,0.991411297,273.0778686,175.6398239,211.2833337,-0.00453098,-15.09038256,318.2586786,-9.399212126,38.77691304,697.4775004,-2.459993174,8.4,701.7217469,0.562796945,-0.057219539,-1.91E-103,1,42,9.179945047
-3560.4,-279.661,-0.880,222.60,-36.80,41,697,-2,0,0,0,91.208,87.735,87.525,79.947,80.651,69.211,103.075,24.324,30.575,24.4,0.812,3.25E-01,10.08599671,10.4175,1.008293687,305.3366879,174.1632154,203.0750316,-0.004787003,-12.69105476,318.3546986,-7.859593073,39.67691304,696.9635137,-1.63809641,8.5,701.6892575,0.577150548,0.095899591,-1.40E-99,1,42,9.209003174
-11282.1,-894.898,-2.212,187.48,-36.70,42,697,-1,0,0,0,90.065,85.653,85.853,78.762,79.265,68.026,102.256,24.298,30.541,24.398,0.812,8.08E-01,10.77382506,10.6675,0.994203422,274.6280624,175.0206673,244.0160448,-0.00416962,-12.43424222,318.2767363,-7.647773922,40.57691304,696.9707521,-0.608611117,8.6,696.6944665,0.679500152,0.121826524,1.69E-95,1,42,9.193666145
-8094.9,-400.217,-1.162,184.04,-36.60,43,697,-1,0,0,0,90.065,85.653,85.853,78.762,79.265,68.026,102.256,24.298,30.541,24.398,0.857,1.12E+00,11.08822833,10.9175,1.006670272,271.6180693,172.6664275,213.8254343,-0.003471147,-7.109723,318.587592,-4.294433755,41.47691304,696.7739927,-0.952088437,8.7,694.0394814,0.762480494,-0.15663102,-5.29E-92,1,42,9.167143765
33248.4,2176.203,9.681,223.24,-36.50,44,697,0,0,0,0,90.065,85.653,85.853,78.762,79.265,68.026,102.256,24.298,30.541,24.398,0.857,1.13E+00,11.45564633,11.1675,1.00404697,305.8922117,170.6530896,293.7819541,-0.004273323,-11.40358332,318.6041949,-7.160828057,42.37691304,696.6202403,0.2429813,8.8,692.9899021,0.799071793,0.283312327,-3.84E-88,1,42,9.152452398
11947.0,834.128,3.915,220.88,-36.40,45,696,0,0,0,0,90.065,85.653,85.853,78.762,79.265,68.026,102.256,24.298,30.541,24.398,0.857,1.13E+00,11.95663839,11.4175,0.990119036,303.8291997,171.1217355,260.7655266,-0.00492679,-8.879516214,318.5680656,-5.472999725,43.27691304,697.146247,0.630644976,8.9,692.9753236,0.745786553,0.186726679,4.65E-84,1,42,9.159144758
4930.9,381.016,1.123,176.30,-36.30,46,697,1,0,0,0,90.065,85.653,85.853,78.762,79.265,68.026,102.256,24.298,30.541,24.398,0.857,9.71E-01,12.33914157,11.6675,0.995502671,264.8539952,172.4223481,248.0401809,-0.004604543,-5.619812256,318.5474668,-3.369140778,44.17691304,696.7029889,1.347802373,9,700.023901,0.657422795,0.296060057,-1.46E-80,1,42,9.173463741
5132.2,297.510,0.784,178.03,-36.20,47,697,2,0,0,0,90.065,85.653,85.853,78.762,79.265,68.026,102.256,24.298,30.541,24.398,0.857,5.20E-01,12.44013989,11.9175,1.00596815,266.3652775,168.1362621,200.4201132,-0.004449527,-6.684661028,318.298255,-4.140349791,45.07691304,697.190657,1.26569603,9.1,701.5178522,0.643029053,0.170507793,-1.05E-76,1,42,9.185657643
2877.7,164.216,0.526,199.68,-36.10,48,697,2,0,0,0,90.065,85.653,85.853,78.762,79.265,68.026,102.256,24.298,30.541,24.398,0.964,3.81E-01,12.7372499,12.1675,0.996681879,285.2958542,169.8378612,200.7916259,-0.004355159,-6.445075362,318.0791286,-3.944528718,45.97691304,697.0893872,2.489715701,9.2,698.4186222,0.709136214,0.093002711,1.28E-72,1,42,9.176576478
3342.5,226.441,0.813,204.81,-36.00,49,697,2,0,0,0,90.065,85.653,85.853,78.762,79.265,68.026,102.256,24.298,30.541,24.398,0.964,3.50E-01,12.98681965,12.4175,0.998790289,289.7758937,169.1797748,276.5851746,-0.004236235,-5.828629351,318.1890105,-3.568159462,46.87691304,697.3174118,2.361732591,9.3,695.4441463,0.781588264,0.142615158,-4.05E-69,1,42,9.153671825
3425.6,219.099,1.264,185.99,-35.90,50,697,3,0,0,0,90.065,85.653,85.853,78.762,79.265,68.026,102.256,24.298,30.541,24.398,0.964,3.48E-01,13.34477103,12.6675,1.005321341,273.3248207,169.8989808,238.1660249,-0.004498035,0.333491973,318.2414964,0.195903853,47.77691304,697.4473583,2.348569904,9.4,696.0003505,0.796700407,0.148604654,-2.88E-65,1,42,9.172146605
2299.6,126.294,0.804,201.54,-35.80,51,697,3,0,0,0,90.065,85.653,85.853,78.762,79.265,68.026,102.256,24.298,30.541,24.398,0.964,3.80E-01,13.58048521,12.9175,1.004822522,286.91847,169.2956169,267.8883452,-0.004345134,-2.377134363,318.2291372,-1.424128908,48.67691304,697.1433696,3.615968201,9.5,693.8670861,0.823103842,0.244419445,3.52E-61,1,42,9.149143306
2017.0,140.426,0.917,191.44,-35.70,52,697,4,1,0,1,90.542,85.914,86.024,79.361,80.442,68.979,102.773,24.314,30.525,24.4,0.964,4.17E-01,13.69085911,13.1675,0.996119519,278.0913213,169.3742469,247.8145381,-0.004712005,-4.161087012,318.2722386,-2.518617171,49.57691304,697.1508841,3.450683576,9.6,701.3707549,0.688930801,0.016333985,-1.12E-57,1,42,9.189529977
2030.8,136.856,0.686,213.96,-35.60,53,697,4,1,0,1,90.542,85.914,86.024,79.361,80.442,68.979,102.773,24.314,30.525,24.4,1.026,4.16E-01,13.92064893,13.4175,1.006604706,297.7749639,169.0366059,221.9768237,-0.003904701,0.115392044,318.2623626,0.068217961,50.47691304,696.6702462,3.493622948,9.7,700.847038,0.701817247,0.288304993,-7.89E-54,1,42,9.180701326
1793.6,114.850,0.515,168.74,-35.50,54,697,4,1,0,1,90.542,85.914,86.024,79.361,80.442,68.979,102.773,24.314,30.525,24.4,1.026,3.88E-01,14.03278129,13.6675,0.997422924,258.2456629,167.9196021,230.4116984,-0.003538484,-0.706400668,318.2823036,-0.422455083,51.37691304,697.0062965,4.461816878,9.8,696.7169289,0.79198881,0.244105236,9.68E-50,1,42,9.169854418
2033.9,84.356,0.432,193.55,-35.40,55,697,4,1,0,1,90.542,85.914,86.024,79.361,80.442,68.979,102.773,24.314,30.525,24.4,1.026,2.88E-01,14.14012001,13.9175,1.008615407,279.9378861,167.0423968,208.5549008,-0.004290995,1.163518726,318.3769143,0.691722834,52.27691304,696.8463842,4.195957636,9.9,694.6195004,0.844372551,-0.094799156,-3.10E-46,1,42,9.154199886
2280.0,139.052,0.848,213.06,-35.30,56,697,5,1,0,1,90.542,85.914,86.024,79.361,80.442,68.979,102.773,24.314,30.525,24.4,1.026,2.28E-01,14.27845936,14.1675,1.001480691,296.9941597,167.9683904,276.8386533,-0.004591566,-0.906927686,318.380318,-0.542870673,53.17691304,697.6904715,3.866755366,10,693.8491173,0.873353553,0.257642845,-2.16E-42,1,42,9.152532722
2099.9,144.950,1.680,220.10,-35.20,57,697,4,1,0,1,90.542,85.914,86.024,79.361,80.442,68.979,102.773,24.314,30.525,24.4,1.026,4.13E-01,14.40211546,14.4175,1.002949967,303.1488374,167.4641103,255.6281269,-0.003779665,4.941241958,318.3375944,2.866060649,54.07691304,698.2344815,4.054409365,10.1,694.0899441,0.844070311,0.201637844,2.66E-38,1,42,9.160478055
2304.6,180.138,2.003,167.92,-35.10,58,698,4,1,0,1,90.542,85.914,86.024,79.361,80.442,68.979,102.773,24.314,30.525,24.4,1.052,1.05E+00,14.64538177,14.6675,0.988306808,257.5308811,168.3106837,283.6151713,-0.003974384,3.593018901,318.372044,2.090134678,54.97691304,698.5923175,3.817398993,10.2,695.3777931,0.872647408,0.268564107,-8.59E-35,1,42,9.164008477
2581.3,195.026,1.996,192.40,-35.00,59,698,4,1,0,1,90.542,85.914,86.024,79.361,80.442,68.979,102.773,24.314,30.525,24.4,1.052,1.22E+00,14.81810587,14.9175,1.003669794,278.9298579,164.4276965,233.0524842,-0.004416504,3.457492499,318.5567504,2.059438668,55.87691304,699.5913565,2.814964541,10.3,702.5431384,0.721768411,0.157680775,-5.91E-31,1,42,9.187014849
2142.9,176.921,1.272,227.92,-34.90,60,700,4,1,0,1,90.542,85.914,86.024,79.361,80.442,68.979,102.773,24.314,30.525,24.4,1.052,9.76E-01,14.96511715,15.1675,1.000130376,309.9850265,163.2128438,280.1556452,-0.003731685,8.470318984,318.4965329,4.933692301,56.77691304,702.4127477,3.910074645,10.4,699.8798877,0.83565369,0.052383141,7.33E-27,1,42,9.174825138
4331.8,226.993,1.155,240.50,-34.80,61,704,4,0,0,1,90.542,85.914,86.024,79.361,80.442,68.979,102.773,24.314,30.525,24.4,1.052,9.77E-01,14.98462455,15.4175,0.995717669,320.9825951,167.051939,359.0295656,-0.003885122,13.60573863,318.5766028,7.531226355,57.67691304,708.0621283,3.379994613,10.5,697.1968344,1.471976479,0.259832976,-2.38E-23,1,42,9.171691577
6779.7,292.993,1.344,233.99,-34.70,62,711,4,1,0,1,91.266,87.033,87.139,80.623,81.637,69.989,103.305,24.316,30.521,24.392,1.052,1.10E+00,15.03082345,15.6675,0.996013433,315.2934166,168.2498871,388.8151629,-0.003949853,19.5741267,318.6410409,10.42152508,58.57691304,716.7669228,2.640780334,10.6,702.4030073,1.82208624,-0.098320558,-1.62E-19,1,42,9.201244445
7594.9,241.875,1.081,246.27,-34.60,63,720,3,0,0,1,91.266,87.033,87.139,80.623,81.637,69.989,103.305,24.316,30.521,24.392,1.106,8.77E-01,15.3023656,15.9175,0.999530955,326.0232384,170.4109973,391.7125339,-0.003779554,21.42034029,318.1146636,11.16623621,59.47691304,728.3779051,3.040550527,10.7,708.5903524,2.388242214,0.148676046,2.02E-15,1,42,9.184416231
9326.5,261.760,1.048,214.84,-34.50,64,731,3,0,0,1,91.266,87.033,87.139,80.623,81.637,69.989,103.305,24.316,30.521,24.392,1.106,4.13E-01,15.76784998,16.1675,1.013200525,298.5489328,173.3803337,391.5751653,-0.004184454,23.98127046,318.2576318,12.15093005,60.37691304,741.1576457,2.654607864,10.8,725.4136329,2.605423785,0.158068951,-6.58E-12,1,42,9.185191727
