TimeToEvent,BSFC,BSNO,BSPM,Corrected Exhaust,Test Time (100ms),Speed (rpm),Torque (lb-ft),Power (hp),Position,Control,Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Cylinder 5,Cylinder 6,Exhaust Temp,Pre Turbo Temp,Post Turbo Temp,Intake Temp,Cart Fuel Flow (kg/hr),PM Raw (ug/m^3),Turbo Position,Turbo Position Request,Turbo Boost ,Exhaust (kg/hr),LFE (kg/hr),NO Raw (ppm),EGR Meter,EGR Mass Flow (kg/hr),EGR Temp (K),EGR Venturi Guess,EGR Valve Raw,Speed,Torque,Time,Speed,Fuel Estimate (kg/hr),Boost (kPa),TurboSpeed,SSM,SOI Press Mpa,SOI Timing
-40.10,-6102.7,-243.372,-1.719,205.80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00E+00,0.692314435,0,1.013510925,290.6469217,229.9243581,204.3023659,-0.005151957,-72.2637266,312.6775004,-45.83498487,-17.39130435,797.2511793,-1.447563335,5,1,1,1,1,1,1,1
-40.10,-9976.6,-451.751,-1.855,218.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00E+00,0.704532892,0,0.994559381,301.7964371,231.561949,209.4307144,-0.004485845,-68.61577396,312.6086697,-42.10947201,-17.39130435,797.7967443,-0.884870052,5.1,1,1,1,1,1,1,1
-40.10,-13294.2,-597.478,-1.946,206.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00E+00,0.674070747,0,0.988967124,291.6371917,231.384317,215.1634848,-0.0041415,-70.71377479,312.4360231,-44.01166125,-17.39130435,797.5253498,-0.664271398,5.2,1,1,1,1,1,1,1
-40.10,-8321.0,-337.010,-0.908,195.20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00E+00,0.670338631,0,0.996061311,281.3765713,230.6219469,215.1987241,-0.004053733,-70.67290859,312.606816,-44.18464115,-17.39130435,797.5139984,-1.061301229,5.3,1,1,1,1,1,1,1
-40.10,-11252.6,-404.919,-1.058,216.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00E+00,0.657071487,0,1.000264964,299.7468736,231.0764487,197.3885553,-0.004428042,-67.50250924,312.579177,-41.26727611,-17.39130435,797.4970823,-0.784825548,5.4,1,1,1,1,1,1,1
-40.10,-10427.6,-492.238,-2.967,208.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00E+00,0.663726917,0,1.00243065,293.335146,229.9734911,230.7322554,-0.004282085,-70.49449103,312.5271916,-44.20299288,-17.39130435,797.3019979,-0.847121075,5.5,1,1,1,1,1,1,1
-40.10,-10381.6,-404.150,-3.357,188.20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00E+00,0.670278359,0,0.995540666,275.2607774,232.0993695,191.2957589,-0.003839702,-73.99092235,312.6007871,-46.79757703,-17.39130435,797.1029023,-0.851086196,5.6,1,1,1,1,1,1,1
-40.10,-20062.6,-596.504,-4.934,182.30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00E+00,0.696692812,0,0.999302033,270.1025168,229.3303088,119.6676323,-0.004435,-74.91512651,312.3699816,-48.5153891,-17.39130435,795.0283613,-0.441554483,5.7,1,1,1,1,1,1,1
-40.10,-9576.2,-141.738,-2.027,204.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00E+00,0.679745934,0,1.000981753,289.5860412,228.3778728,49.94858883,-0.004029528,-77.15669083,312.4172907,-51.02240959,-17.39130435,790.070157,-0.930881677,5.8,1,1,1,1,1,1,1
-40.10,-3519.8,-52.762,-6.313,203.50,1,797,0,0,0,1,80.221,78.362,76.23,76.099,73.774,66.431,72.277,24.435,27.543,24.284,1.16,2.92E-01,0.673792534,0.32175,1.00273546,288.6372852,224.6928707,14.93445658,-0.004100929,-78.25189865,312.3336587,-53.43579569,2.531413043,783.3145707,-0.773714587,5.9,793.9437012,0.302884235,-2.026916985,14346.29665,1,42,9.259125954
